# Time, Raw Flux, Raw Flux Error, PCA Flux, PSF Flux
1.874891394494728047e+03,9.583522170174916255e-01,9.990504543071766497e-01,9.993766795075363918e-01,9.965122650733038157e-01
1.874912207239577810e+03,9.582634208599498660e-01,9.995924103509057357e-01,9.998605400640685481e-01,9.973858982529915096e-01
1.874933019985931878e+03,9.583512199735484405e-01,1.000454118480598398e+00,1.001018448169321839e+00,9.979449819341302819e-01
1.874953893769319166e+03,9.586661279621916387e-01,9.997763534406306496e-01,1.000130002915164740e+00,9.969293781065126092e-01
1.874974706520539485e+03,9.600989622410603941e-01,1.000468600167397915e+00,1.000966386074386927e+00,9.977378414216692137e-01
1.874995519273651553e+03,9.575838704952749358e-01,9.989770172628820166e-01,9.994863383564100978e-01,9.971896152304975391e-01
1.875016393064091062e+03,9.596429092178762055e-01,9.995626657566680784e-01,9.998214839501049500e-01,9.974707736037750072e-01
1.875037205822520718e+03,9.578934305071072908e-01,1.001251548210032150e+00,1.001483415082879525e+00,9.972353973577662289e-01
1.875058018582897375e+03,9.598953834538689334e-01,9.996786712800195263e-01,1.000421736012802043e+00,9.981980779114050240e-01
1.875078892381019386e+03,9.584529329708804113e-01,9.994963649240213854e-01,9.999263187383941043e-01,9.975831529123682095e-01
1.875099705146011956e+03,9.592424521882659816e-01,9.988875550673225190e-01,9.991541447327636494e-01,9.977852722447245748e-01
1.875120517913596814e+03,9.587960319319454028e-01,9.996875135130873780e-01,1.000113401747754205e+00,9.981106136831433551e-01
1.875141391717612578e+03,9.587623746090192522e-01,1.000224921209457829e+00,1.000756595980627495e+00,9.982153359617044197e-01
1.875162204488927046e+03,9.593082076443081307e-01,9.988233413138088990e-01,9.993374381681873198e-01,9.979530100098534806e-01
1.875183017261784016e+03,9.582996080123321603e-01,9.991890104548163398e-01,9.997318824998755460e-01,9.977381991200389155e-01
1.875203891070877489e+03,9.593909712534515188e-01,1.000018200122171574e+00,1.000462077375145142e+00,9.975698750871136999e-01
1.875224703845596878e+03,9.591785903313893025e-01,1.000550272453981426e+00,1.001043339475135463e+00,9.977170275663377330e-01
1.875245516621533170e+03,9.595228316869818252e-01,9.999508708854317751e-01,1.000553874339423999e+00,9.980110031031348417e-01
1.875266390432867638e+03,9.580041909512105880e-01,1.000750348148566893e+00,1.000597811945523219e+00,9.979295590609607025e-01
1.875287203209430118e+03,9.602870152707128071e-01,9.992172375654899685e-01,9.999254900509072508e-01,9.978283285908559064e-01
1.875308015985865040e+03,9.599962132741236553e-01,1.000074713795511494e+00,1.000459474724427089e+00,9.985130225602029119e-01
1.875328889796810017e+03,9.585774921744827370e-01,9.997112610185732162e-01,9.999484843224030195e-01,9.987571670675613467e-01
1.875349702572128990e+03,9.593066603309196028e-01,9.998650712117298500e-01,9.999996400316710776e-01,9.975884483667331049e-01
1.875370515346489583e+03,9.599692737670133535e-01,1.000590750391333383e+00,1.000868279217183687e+00,9.983472186583033370e-01
1.875391389154556236e+03,9.597701616349691989e-01,9.999419975141982109e-01,1.000233119688534789e+00,9.977725148188855142e-01
1.875412201926285206e+03,9.590457232590646752e-01,1.000103619677299882e+00,1.000379908313289379e+00,9.982498410015303580e-01
1.875433014696398914e+03,9.600787607743367369e-01,9.985073470218460701e-01,9.993250942359817035e-01,9.979246131277922371e-01
1.875453888499621826e+03,9.603381357083808911e-01,9.990935024995103442e-01,9.996208743147991793e-01,9.978819487051301396e-01
1.875474701266046850e+03,9.599357822357593717e-01,9.978698280275661858e-01,9.989227364467867520e-01,9.979959374227007629e-01
1.875495514030940967e+03,9.607318286887945868e-01,9.986296330625680229e-01,9.998141531045701136e-01,9.987872183586046226e-01
1.875516387828178495e+03,9.610353145454777479e-01,9.992220373243546616e-01,9.997617904138205169e-01,9.991676291149852451e-01
1.875537200588480800e+03,9.607273457316363174e-01,1.000480427863552402e+00,1.000597425667657969e+00,9.983351617822872059e-01
1.875558013347205133e+03,9.586748761073525804e-01,9.999883444332350324e-01,1.000255171138028976e+00,9.982122624008895606e-01
1.875578887138314030e+03,9.600731145662972921e-01,9.992478596982714567e-01,9.995554434212683415e-01,9.983512762171776744e-01
1.875599699892696663e+03,9.595741644022758310e-01,9.991841932576048801e-01,9.997445765179425736e-01,9.986810921899216265e-01
1.875620512645794179e+03,9.605182905914144698e-01,1.000364635786896939e+00,1.000684940225213149e+00,9.991945792366024870e-01
1.875641386431653018e+03,9.593113923588150183e-01,9.999761527600371513e-01,1.000024636799924149e+00,9.987090296856985239e-01
1.875662199181773985e+03,9.603044359815188225e-01,9.998911469320377332e-01,1.000010764667132124e+00,9.983608277529149033e-01
1.875683011930733755e+03,9.601640778061554249e-01,9.998499693587268311e-01,1.000106314169077582e+00,9.988105372871837195e-01
1.875703885713107411e+03,9.589691380503221341e-01,1.000716784339392040e+00,1.000893491431985360e+00,9.991508179421171310e-01
1.875724698460501713e+03,9.593912363571917012e-01,1.001305430692679854e+00,1.001893307299160929e+00,9.989299525048939143e-01
1.875745511207530171e+03,9.577589850654629755e-01,1.000644021190338018e+00,1.000909943209018049e+00,9.998786272391441132e-01
1.875766384988800610e+03,9.602886215465739062e-01,9.996427482805698705e-01,1.000281221218952021e+00,9.994218494549911291e-01
1.875787197735970494e+03,9.601709761524749309e-01,1.000594678761542511e+00,1.000704468122263213e+00,9.986960262101941543e-01
1.875808010483654243e+03,9.603040021710315122e-01,9.992684922276907633e-01,9.998587214844026905e-01,9.994012801012946978e-01
1.875828884266920568e+03,9.596206986893137669e-01,1.000385209275332699e+00,1.000836443180262991e+00,9.996227550390637262e-01
1.875849697016486743e+03,9.601862569199026698e-01,1.000746858554756313e+00,1.000766313052379397e+00,9.988570132033210980e-01
1.875870509767395561e+03,9.609592388480520109e-01,9.998282528332845809e-01,1.000330420600762826e+00,9.996670417771122974e-01
1.875891383554674803e+03,9.584082091140087023e-01,1.001197084651806346e+00,1.001042702749445956e+00,9.994957416857560561e-01
1.875912196308974671e+03,9.612894466049051179e-01,1.001109047461399948e+00,1.001230953605094731e+00,9.996755621857730256e-01
1.875933009065268834e+03,9.593076832628762984e-01,1.000014229881011962e+00,1.000255456822326527e+00,9.990853126287795316e-01
1.875953882858512088e+03,9.610067524196620470e-01,1.000949222078262757e+00,1.001313340359599069e+00,9.998350372658181273e-01
1.875995508382341768e+03,9.597419874941468532e-01,1.002036541670814351e+00,1.001800439042617841e+00,9.999900024474032145e-01
1.876016382182669759e+03,9.604500005347531566e-01,1.001950744041687713e+00,1.002042258622625859e+00,1.000641546371925150e+00
1.876037194951092943e+03,9.582024604801777645e-01,9.999948438745112078e-01,1.000129587161376676e+00,9.998326005945453732e-01
1.876058007721459262e+03,9.611939644151433759e-01,1.000570119274263092e+00,1.000872615711238423e+00,1.000420512745537893e+00
1.876078881528991360e+03,9.593754774161286081e-01,1.000701587730058018e+00,1.001023199449797785e+00,1.000126040399033966e+00
1.876120507081483311e+03,9.596714607613298087e-01,1.000206635797941779e+00,1.000411040150821496e+00,1.000014396481296197e+00
1.876141380895785460e+03,9.600507686292765186e-01,9.999675361398654427e-01,1.000093169086223366e+00,9.992624507971357151e-01
1.876162193676533207e+03,9.592752109493561941e-01,1.000920663400820754e+00,1.000870577339600276e+00,1.000767143483602295e+00
1.876183006459259559e+03,9.594029431532129504e-01,1.000092139170887018e+00,1.000329669259300891e+00,1.000542479991839206e+00
1.876203880278084853e+03,9.590411919090302550e-01,1.000827438786302537e+00,1.000721556471438012e+00,1.000594911653210239e+00
1.876224693062606775e+03,9.606595894099124733e-01,1.000165598017497048e+00,1.000586520227641163e+00,1.000237338302545131e+00
1.876245505848309449e+03,9.599095245287372347e-01,1.000643837640796674e+00,1.000655019714445482e+00,1.000073374378361635e+00
1.876266379669267963e+03,9.619148541690071275e-01,9.996736909297448959e-01,1.000307804264144451e+00,9.999763878617938806e-01
1.876308005241146702e+03,9.603123021896659006e-01,9.988163924411154193e-01,9.994283925795692802e-01,1.000553818630832259e+00
1.876349691846509586e+03,9.600251595548909833e-01,9.998025211171788218e-01,1.000084882297895383e+00,1.000133230461030864e+00
1.876391378447909119e+03,9.585160731770786535e-01,1.000334278703516766e+00,1.000224444350548358e+00,1.000503850894988833e+00
1.876412191229602968e+03,9.614874175049866745e-01,9.997131392390401494e-01,9.999979294809977493e-01,1.000720078443440908e+00
1.876453877821771812e+03,9.618648096092449196e-01,1.000063516830313359e+00,1.000345950297667930e+00,1.000668988096780954e+00
1.876474690597644440e+03,9.605196884973056237e-01,9.998025127037016846e-01,1.000055069626746285e+00,1.000423656702798425e+00
1.876495503371512996e+03,9.610275075516236942e-01,9.993914851024262580e-01,9.996710496473608654e-01,1.000225507208956088e+00
1.876516377178546918e+03,9.619200733206528797e-01,9.985295313517416060e-01,9.988059266938722480e-01,1.000352580565822880e+00
1.876537189948288642e+03,9.624025216100858815e-01,9.997933811398196369e-01,9.998261423675361970e-01,1.001235669481649992e+00
1.876578876516921127e+03,9.591966422487153698e-01,1.000422495223618480e+00,1.000135600616700815e+00,1.000515257392529778e+00
1.876599689281245446e+03,9.591850122408185353e-01,1.000871370673450222e+00,1.000382723435896404e+00,1.000980271938702204e+00
1.876662188598790181e+03,9.618429853688608144e-01,9.981541445110614363e-01,9.987369784635643510e-01,1.001404866691448570e+00
1.876683001357335115e+03,9.629355286035585770e-01,9.995959306616178930e-01,9.999022875011128741e-01,1.000553673939253319e+00
1.876745500663003213e+03,9.646953336465378115e-01,9.983966169807738655e-01,9.985388752075682328e-01,9.974237592699843891e-01
1.876766374454371544e+03,9.653785755369804766e-01,9.979747333908709495e-01,9.981637754852358269e-01,9.974285969765376292e-01
1.876787187211319406e+03,9.645754981354034419e-01,9.972293647147726370e-01,9.976006523224281164e-01,9.972974449673586150e-01
1.876807999969286129e+03,9.640148989937683544e-01,9.971614047653273305e-01,9.976462756339713467e-01,9.968861628189519264e-01
1.876828873762304056e+03,9.634771094144808368e-01,9.976222953710219832e-01,9.976825866405208965e-01,9.973827721489142428e-01
1.876849686521763488e+03,9.641893662276050936e-01,9.967156164049382205e-01,9.975322500920567048e-01,9.971576068258596326e-01
1.876870499282599894e+03,9.637313017958856198e-01,9.968734050725782669e-01,9.971246410463193710e-01,9.978327746169486367e-01
1.876891373080199855e+03,9.632570045974514494e-01,9.967620707913114053e-01,9.972062737380347208e-01,9.961691630614771809e-01
1.876912185844487567e+03,9.635616398129566162e-01,9.970290856034667026e-01,9.973080254116615251e-01,9.976944666378514404e-01
1.876932998611259336e+03,9.621750460107876268e-01,9.959404763232054814e-01,9.964658504906409586e-01,9.976101035175239939e-01
1.876953872414430180e+03,9.644632182711186941e-01,9.972699455416402792e-01,9.973356364684969888e-01,9.974011130186714036e-01
1.876974685185673934e+03,9.640419022527431103e-01,9.974113447449605152e-01,9.978660206191138915e-01,9.965943667840748699e-01
1.876995497958831265e+03,9.638797329981984019e-01,9.966165282509354961e-01,9.972767701719019717e-01,9.976043290957464782e-01
1.877016371769584111e+03,9.636279530253494263e-01,9.973657841176710726e-01,9.973483888251987173e-01,9.973768557579020255e-01
1.877037184548071764e+03,9.641142614003482825e-01,9.971760719105594584e-01,9.972685457466937686e-01,9.973756050840397736e-01
1.877057997328963438e+03,9.639005403930535065e-01,9.968279123135628250e-01,9.971503422566651009e-01,9.971080203095333827e-01
1.877078871146906977e+03,9.636862639739326442e-01,9.959175343444753858e-01,9.966746973934822451e-01,9.972012632714158942e-01
1.877099683932367952e+03,9.641843343882775530e-01,9.970708862898276514e-01,9.972390888132617315e-01,9.977216787624524352e-01
1.877120496719918037e+03,9.644503353169102677e-01,9.963697635934046781e-01,9.968551902753813865e-01,9.975234381124157279e-01
1.877141370544110487e+03,9.647210945994068032e-01,9.972384076219042992e-01,9.973861493519198262e-01,9.973464433846214172e-01
1.877203869957048937e+03,9.649278158493033164e-01,9.979809682248663716e-01,9.974349832344607814e-01,9.970992765843641470e-01
1.877224682751908176e+03,9.650334733678975763e-01,9.968086475451168882e-01,9.969839818767308737e-01,9.971098103891786746e-01
1.877245495547911787e+03,9.638226950670804039e-01,9.958792712551617354e-01,9.958125164458689893e-01,9.969227032228625829e-01
1.877287182183893492e+03,9.642568520436430868e-01,9.961355469658750295e-01,9.963345704708940209e-01,9.975219660802239208e-01
1.877328868810683616e+03,9.654295721030693445e-01,9.966232809496010647e-01,9.968689557215205665e-01,9.971290837596862300e-01
1.877349681605244541e+03,9.645476304317556204e-01,9.977656759657479446e-01,9.975740673884713194e-01,9.977200778352606214e-01
1.877370494399249765e+03,9.650017981055094562e-01,9.970438699315913311e-01,9.972012239329914873e-01,9.977950959895880434e-01
1.877391368226692748e+03,9.642200023216969118e-01,9.960340303183948807e-01,9.962554232485880679e-01,9.978650661324214299e-01
1.877412181018424917e+03,9.657457952212658014e-01,9.974520367217349914e-01,9.972911580136583076e-01,9.977816289216696610e-01
1.877432993808034325e+03,9.655137599232751500e-01,9.973685100117428703e-01,9.973924993268453720e-01,9.977134527343751724e-01
1.877453867630507148e+03,9.662813955872868732e-01,9.966061041404675747e-01,9.968582258162516085e-01,9.973433430528340082e-01
1.877474680416369438e+03,9.665386332468567376e-01,9.970209786166477350e-01,9.970461651018245330e-01,9.977649538084389924e-01
1.877495493200686496e+03,9.657627096272100031e-01,9.961777963773161826e-01,9.964132385542299186e-01,9.978179344559473529e-01
1.877516367017129824e+03,9.647543910299439807e-01,9.971076718282023688e-01,9.967711641551176838e-01,9.973661243459533976e-01
1.877537179797321642e+03,9.650836479512173716e-01,9.965199073704419375e-01,9.965701918840274010e-01,9.973193412623038157e-01
1.877557992575019171e+03,9.664946271767985708e-01,9.970127566518344198e-01,9.968662970846359217e-01,9.967183691300109949e-01
1.877578866385846823e+03,9.659427552008025275e-01,9.963347487975745542e-01,9.961475405293782615e-01,9.963720910159784561e-01
1.877599679160194682e+03,9.662020661715289283e-01,9.967508455731304284e-01,9.967235770644974346e-01,9.975392178086746053e-01
1.877620491932835876e+03,9.659561586202015659e-01,9.960166365810522171e-01,9.959911175629460045e-01,9.975077214086462973e-01
1.877641365738544891e+03,9.662919560257106077e-01,9.970450492951644650e-01,9.971812313378964898e-01,9.973015665334730162e-01
1.877662178508321631e+03,9.665519461965451642e-01,9.966988016217714907e-01,9.968990423177029880e-01,9.976494224475439543e-01
1.877682991277003339e+03,9.657595181631710712e-01,9.966488674844777851e-01,9.968712406064508258e-01,9.972073260673202100e-01
1.877703865079891102e+03,9.676409306823461343e-01,9.987343992070287779e-01,9.985484938459817661e-01,9.975521521345770415e-01
1.877724677847154908e+03,9.658311329350041108e-01,9.973140520221487337e-01,9.972953137582303285e-01,9.977563312552680808e-01
1.877766364416151873e+03,9.664771447047577624e-01,9.977839716023507721e-01,9.974821448983653971e-01,9.974720801654906044e-01
1.877787177183897029e+03,9.659642262663336032e-01,9.966878177224620661e-01,9.969825839893311503e-01,9.974458133988556297e-01
1.877807989951769969e+03,9.680991164781119762e-01,9.999152009878098379e-01,9.991146720268376802e-01,9.977445963150631814e-01
1.877828863755559269e+03,9.679881958232346983e-01,9.973033725923406978e-01,9.972451780480874328e-01,9.975407055308964654e-01
1.877849676525931955e+03,9.682230061595542558e-01,9.977512927638958473e-01,9.977466135586458007e-01,9.975130321640220954e-01
1.877891363105725532e+03,9.671375339318983855e-01,9.971308818145029340e-01,9.970276531111982310e-01,9.974389725883919811e-01
1.877912175881486291e+03,9.675036949684352461e-01,9.970089225223116580e-01,9.970133225302427737e-01,9.974880073122677215e-01
1.877932988658824115e+03,9.676352896437807605e-01,9.964022034708327480e-01,9.962565449245921467e-01,9.971717748432741280e-01
1.877953862472942319e+03,9.669266848233537548e-01,9.961980030661519159e-01,9.959075531791927727e-01,9.973313159847839726e-01
1.877974675255252805e+03,9.672534646716102191e-01,9.965765302131263104e-01,9.962549625975738454e-01,9.964932982756665725e-01
1.877995488039952534e+03,9.685729898846037189e-01,9.972983697730312125e-01,9.970735054082460191e-01,9.980196948415558378e-01
1.878016361861218002e+03,9.679119018300254007e-01,9.969938784556873212e-01,9.967615458801588613e-01,9.977237109664197634e-01
1.878037174650788074e+03,9.678444452587815494e-01,9.975493011117048114e-01,9.971442988438702359e-01,9.976966870716867941e-01
1.878057987442757167e+03,9.686629411368652409e-01,9.971271207604239795e-01,9.969524651376892033e-01,9.972271603311342325e-01
1.878078861271664437e+03,9.701079181361579318e-01,9.979979137372796405e-01,9.978690345514902305e-01,9.976608912161319953e-01
1.878099674068644390e+03,9.693365871717858351e-01,9.993349984392273511e-01,9.987325012749146413e-01,9.979676183541760226e-01
1.878120486867228919e+03,9.684682835471094542e-01,9.965957676838159696e-01,9.966241343841328870e-01,9.978213779540084927e-01
1.878141360702328257e+03,9.695389964526215376e-01,9.985426495349833953e-01,9.982599305842438930e-01,9.978515304495948479e-01
1.878162173504960037e+03,9.698114437651289554e-01,9.983748069526278135e-01,9.984192338713679948e-01,9.975845059028071171e-01
1.878182986308579757e+03,9.692981304667734888e-01,9.979799299755781616e-01,9.982192062590909964e-01,9.975081705352146777e-01
1.878203860148490094e+03,9.696611817681116685e-01,9.992125773075687389e-01,9.985570413809845558e-01,9.974769073864835356e-01
1.878224672954702783e+03,9.490642116920087190e-01,9.779177649768336922e-01,9.774098308134001600e-01,9.756006083852376554e-01
1.878245485761558939e+03,8.920773950979724587e-01,9.204819921584687092e-01,9.202753185962073701e-01,9.140686233046536602e-01
1.878266359603387627e+03,8.143830952165964643e-01,8.437544279361745003e-01,8.430923148314080073e-01,8.296805827557856006e-01
1.878287172411114170e+03,7.235817272268881828e-01,7.534547843436163461e-01,7.523191197070276948e-01,7.316547098017189832e-01
1.878307985218138356e+03,6.297624549285091300e-01,6.578615203275594014e-01,6.572045777352156781e-01,6.307648896732173105e-01
1.878328859059250362e+03,5.514993398657490609e-01,5.803791818921734125e-01,5.796623944869770950e-01,5.470055197762202503e-01
1.878349671865418031e+03,5.539923674552853505e-01,5.814838395353473244e-01,5.810728333504682208e-01,5.499869355801340065e-01
1.878370484670533870e+03,6.354394391143375342e-01,6.639026921495242428e-01,6.635709551897525094e-01,6.366639187920071219e-01
1.878391358508954454e+03,7.308855153113712477e-01,7.602535659027455095e-01,7.593837517716159891e-01,7.385148607027735013e-01
1.878412171311280417e+03,8.205450131203397834e-01,8.487422740466546989e-01,8.485175878429205287e-01,8.356484113138582526e-01
1.878432984111929500e+03,8.967152002054967763e-01,9.248191310174472823e-01,9.243428333289915866e-01,9.195680270729481576e-01
1.878453857945320806e+03,9.525269758014639487e-01,9.801117342629169782e-01,9.797039020411835164e-01,9.780615711798409384e-01
1.878474670742196395e+03,9.711099372335850743e-01,9.990389794887266639e-01,9.987621318252060121e-01,9.976245870569486751e-01
1.878495483537520840e+03,9.703081258754860938e-01,9.978618896583101305e-01,9.980089061999737332e-01,9.973660550706112682e-01
1.878516357365330805e+03,9.710833429574063924e-01,9.992015653709910294e-01,9.988394557176099031e-01,9.974837314114467501e-01
1.878537170156533193e+03,9.697838030388480357e-01,9.988629002881784791e-01,9.980228031872121486e-01,9.981343782261997699e-01
1.878557982945716503e+03,9.718032387526532867e-01,9.990975759888502949e-01,9.987016064740854571e-01,9.984377008382030461e-01
1.878578856767472644e+03,9.716307475069276833e-01,9.988387308582481472e-01,9.987367423038003844e-01,9.985062317605797322e-01
1.878599669552873820e+03,9.705099346020721329e-01,9.988082244569849166e-01,9.983096849107275794e-01,9.974379547038680904e-01
1.878620482336591522e+03,9.709447743985908374e-01,9.975774000528206953e-01,9.977787129069813910e-01,9.981654109689038767e-01
1.878641356153764718e+03,9.715554404207955574e-01,9.991560251452203945e-01,9.990076291089476923e-01,9.979716831728286941e-01
1.878662168934676629e+03,9.717282766378231296e-01,9.996641498234827283e-01,9.992476859741449280e-01,9.990472261728564618e-01
1.878682981714993275e+03,9.723611894260644206e-01,9.984740138481391636e-01,9.985046974913810436e-01,9.982976884149535879e-01
1.878724668307956335e+03,9.715661654042668793e-01,9.982020221035052820e-01,9.981231675293149586e-01,9.982266678965281415e-01
1.878745481087149301e+03,9.724657539618384305e-01,9.984511914772880026e-01,9.986543482061626120e-01,9.975804937336388845e-01
1.878766354900390525e+03,9.715001738645381302e-01,9.997143151642161607e-01,9.993819091952156342e-01,9.979057064658513054e-01
1.878787167679967979e+03,9.724029692841237305e-01,9.989217686082773051e-01,9.985771650724308834e-01,9.984577408730556103e-01
1.878807980460179124e+03,9.716387971990941841e-01,9.989448171267353294e-01,9.988197642747147498e-01,9.984905597233483254e-01
1.878828854275310277e+03,9.729369026143562804e-01,9.994053082549674283e-01,9.992408592151821312e-01,9.983003276780512136e-01
1.878849667058097111e+03,9.721758170928161968e-01,9.993399201064411264e-01,9.986612280689889376e-01,9.984708837215525712e-01
1.878870479841864835e+03,9.723985151075994482e-01,9.993836473745820737e-01,9.993666565631975640e-01,9.983628749156571169e-01
1.878891353661784706e+03,9.736325601555534393e-01,1.000185918534628682e+00,9.997233320762626274e-01,9.983576354672494269e-01
1.878912166449588312e+03,9.716482079897216240e-01,9.985653933633267254e-01,9.983627968617470039e-01,9.980923958596887857e-01
1.878932979239458518e+03,9.740852503916294092e-01,9.976215740076426197e-01,9.977816570463780010e-01,9.983447972308487905e-01
1.878953853066024521e+03,9.731066587829428904e-01,9.994621780973554914e-01,9.991796281401105206e-01,9.985384235139895814e-01
1.878974665860436062e+03,9.742339115574152331e-01,9.997126616393514631e-01,9.991336990445106592e-01,9.989489601145044029e-01
1.878995478657246849e+03,9.747668547458173682e-01,9.996911395395369215e-01,9.991871428329524019e-01,9.989651287592115070e-01
1.879016352490989902e+03,9.735984564880201253e-01,9.985357547001477707e-01,9.984192649864973568e-01,9.986609265735582053e-01
1.879037165293141243e+03,9.744560481237566352e-01,9.989338037649747593e-01,9.987503030322705255e-01,9.981454805545221243e-01
1.879057978097686600e+03,9.745408171532354835e-01,9.993489778401990487e-01,9.989732001091177205e-01,9.981811141821999023e-01
1.879078851939056221e+03,9.744895231433663429e-01,9.989724383510787398e-01,9.986484620256140810e-01,9.987958256715023797e-01
1.879099664748121768e+03,9.753607112366898813e-01,9.992154102971307905e-01,9.989102157575903140e-01,9.982472663709223148e-01
1.879120477559238225e+03,9.755341111462173531e-01,9.995688836455945969e-01,9.993075930082484515e-01,9.986910745214722107e-01
1.879141351407208276e+03,9.756964264142150567e-01,9.983039859650201242e-01,9.983761268497323149e-01,9.984157720536530611e-01
1.879162164222322190e+03,9.755670196455957788e-01,9.985653728399744855e-01,9.983428875572850636e-01,9.983685080883916152e-01
1.879182977038859690e+03,9.756223724445884926e-01,9.985921009298210915e-01,9.984793430920707591e-01,9.976715928310697645e-01
1.879203850891085494e+03,9.753730016991724039e-01,9.987303559094444783e-01,9.990777090133741156e-01,9.989543532585963836e-01
1.879224663709683682e+03,9.748984942484389959e-01,9.990572180105852240e-01,9.984584158000257004e-01,9.989299083089828724e-01
1.879245476529355074e+03,9.766063019024058267e-01,9.985077169900238303e-01,9.984273419551880080e-01,9.990486551472678167e-01
1.879266350383392592e+03,9.762084320957588046e-01,9.993898290592231337e-01,9.990878746973421709e-01,9.989417359501231441e-01
1.879287163203396176e+03,9.765553946664744522e-01,9.988278522547624494e-01,9.983992670948086401e-01,9.990896212721139813e-01
1.879307976023127367e+03,9.765335017066988366e-01,9.985095896502316215e-01,9.981682082179328397e-01,9.986793880579108995e-01
1.879328849877273115e+03,9.769258092905123148e-01,9.991540680329080715e-01,9.986404385951659357e-01,9.988730659446272142e-01
1.879349662695615507e+03,9.763031006628289932e-01,9.991513010642242287e-01,9.984824079666558827e-01,9.988180938617410298e-01
1.879391349364241478e+03,9.771663121416619413e-01,9.996429004500744231e-01,9.993033429548692226e-01,9.988773896131847296e-01
1.879412162179128472e+03,9.776567695071931574e-01,9.994990744136882377e-01,9.992713782212686580e-01,9.996665691610300275e-01
1.879432974992784921e+03,9.776200064653991495e-01,9.996414342033578260e-01,9.994207451766115025e-01,9.989884028819896455e-01
1.879453848838598333e+03,9.783286019655890176e-01,1.000221642672580513e+00,1.000020153447312765e+00,9.995723595604646405e-01
1.879474661648457186e+03,9.773481180297526327e-01,9.992285751690229700e-01,9.993403578224767658e-01,9.987774266297880787e-01
1.879495474456294005e+03,9.776006032319094485e-01,9.991484175766239817e-01,9.989349905278370745e-01,9.987193385857230377e-01
1.879516348296976957e+03,9.788987287664585590e-01,1.000237914420598839e+00,1.000165481875409546e+00,9.986255624536558573e-01
1.879537161100697404e+03,9.786184085040317004e-01,9.994233652384055810e-01,9.994282985397124897e-01,9.995344999923000406e-01
1.879557973902874437e+03,9.786425932801482430e-01,9.998239869752109099e-01,9.995552464970197670e-01,9.985062413279818250e-01
1.879578847737534261e+03,9.794467807111485458e-01,1.000556277675377803e+00,1.000162367641948880e+00,9.985172502938269856e-01
1.879599660535964176e+03,9.791395600315001557e-01,9.997877932885035346e-01,9.993039247765620470e-01,9.989915229826654697e-01
1.879620473333200380e+03,9.792737189144073984e-01,1.000584540173953485e+00,1.000234168067311247e+00,9.988724239213144784e-01
1.879641347163350019e+03,9.793210834964621858e-01,9.995562939623080512e-01,9.996038379208430635e-01,9.995191192492677290e-01
1.879662159957840686e+03,9.802106730621471531e-01,1.000115131514807798e+00,9.998697767604168840e-01,9.989089527676728864e-01
1.879682972751305215e+03,9.791421797838353314e-01,9.997865382309667481e-01,9.996401835122618040e-01,9.988243690541003250e-01
1.879703846578374623e+03,9.789424881714700044e-01,9.997671850667581017e-01,9.998275436583140552e-01,9.995336827465930440e-01
1.879724659371039252e+03,9.800507045475138623e-01,9.995484149972270194e-01,9.994404286115217140e-01,9.995887796670993586e-01
1.879745472163497652e+03,9.799172393628264865e-01,1.000229656086933483e+00,9.999779125976647753e-01,9.985258307747092443e-01
1.879766345990406535e+03,9.803887267769056946e-01,1.000213749684356168e+00,1.000124233153963704e+00,9.992859727581582252e-01
1.879787158783797622e+03,9.809831984194398169e-01,1.000615959956978163e+00,1.000303560947802817e+00,9.993226931876395547e-01
1.879807971577862645e+03,9.810017316633091733e-01,1.000963395373843046e+00,1.000785534148494804e+00,9.999540787137861653e-01
1.879828845407248309e+03,9.798499350625208271e-01,9.995538104526405787e-01,9.993350797404749741e-01,9.995499969654512151e-01
1.879849658203499530e+03,9.788846996398987699e-01,1.000193199972049918e+00,1.000073416979503804e+00,9.991210378436156114e-01
1.879870471001697524e+03,9.799653477452100470e-01,1.000553880521775296e+00,1.000195080995578856e+00,9.996052018580849907e-01
1.879891344835975360e+03,9.804993758339898280e-01,1.000407875975274585e+00,9.999486085349589271e-01,9.991100712381290050e-01
1.879912157637802693e+03,9.813722794259950311e-01,1.001100948648745215e+00,1.000803328882799548e+00,9.998016111127810968e-01
1.879932970441720272e+03,9.806680076983710359e-01,1.000928464451670497e+00,1.000469618092116431e+00,9.995709441312763399e-01
1.879953844282715181e+03,9.808436638871532720e-01,1.000936181010475545e+00,1.000707250681599714e+00,1.000141758126321445e+00
1.879974657091673407e+03,9.804754963451784988e-01,1.001557530431904208e+00,1.001229097476686869e+00,1.000702593157858367e+00
1.879995469903506091e+03,9.800603526558948619e-01,1.001103728959555905e+00,1.001084922384560594e+00,1.000553806935978729e+00
1.880016343751706927e+03,9.798744027959352954e-01,1.000855956996298257e+00,1.000683775062134684e+00,9.997235385402235552e-01
1.880037156568418595e+03,9.820575568250686782e-01,1.000529091487612376e+00,1.000522989740072477e+00,1.000256055751928885e+00
