# PSF X-COM, PSF Y-COM, PSF X-WIDTH, PSF Y-WIDTH, PSF ROT, PSF BKG
1.001752876193389374e+00,9.916082801118656365e-01,1.023272481357025310e+00,1.092752399804032271e+00,1.032080934147985296e+00,1.060421366559180623e+00
1.001785868735213025e+00,9.916408017142988029e-01,1.022330106206368328e+00,1.086054657161535930e+00,1.013883884047033224e+00,1.029820893788003344e+00
1.001755607660953951e+00,9.916103515591904172e-01,1.021063765397240974e+00,1.089705796078873412e+00,1.029717327337853261e+00,1.030997636174648457e+00
1.001916541336588695e+00,9.913953836986701962e-01,1.022289351783565836e+00,1.093440538749820279e+00,1.021082267209732386e+00,1.035648128288095826e+00
1.001797456991220026e+00,9.915843028820912064e-01,1.020099878902704926e+00,1.086416688346576676e+00,1.009403286793318255e+00,1.044468262657777702e+00
1.001870403517517660e+00,9.916361436157120623e-01,1.018872055469423277e+00,1.077430207875755830e+00,9.751101021062507090e-01,1.020449188285216691e+00
1.001925299032287553e+00,9.915684572160968768e-01,1.020253933922877110e+00,1.087341723462884158e+00,1.018404581120635921e+00,1.026998455058546034e+00
1.001825996907435901e+00,9.916689359393860981e-01,1.019498931851479995e+00,1.083389650240975888e+00,9.920003336232179336e-01,1.037106734066588709e+00
1.001865545234139177e+00,9.915253540180645198e-01,1.021007876740353204e+00,1.089853685286771956e+00,1.032594707867085626e+00,1.031082614460727909e+00
1.001948572703899254e+00,9.915246289223187404e-01,1.022529465598139620e+00,1.089015929708861297e+00,1.021057994531366697e+00,1.031755705275316126e+00
1.001913377136592453e+00,9.915401664783937141e-01,1.020128511438228358e+00,1.086148137426705240e+00,9.941282380831986121e-01,1.023891385380066632e+00
1.001890319418571762e+00,9.915551835512034229e-01,1.018682244077981247e+00,1.080040349848583325e+00,9.658410309287459583e-01,1.043734495135488993e+00
1.001983165145028609e+00,9.914691302372317105e-01,1.021871799619492815e+00,1.089249732982281893e+00,1.034537480015459643e+00,1.027822857603503115e+00
1.002010378559790249e+00,9.914247525416031159e-01,1.022966555453185489e+00,1.093622051007518303e+00,1.035491468893450895e+00,1.048779263313111221e+00
1.002060209446831385e+00,9.915181758073599028e-01,1.022628038801491668e+00,1.088423089994827508e+00,1.033509337245570148e+00,1.046213272883063317e+00
1.001971678569837820e+00,9.914966569461196588e-01,1.020213653140425114e+00,1.088968907075354764e+00,1.013019639829900287e+00,1.048437623885529080e+00
1.002038413068336409e+00,9.914523704183917374e-01,1.021902252995084526e+00,1.087628254761965119e+00,1.017559203374790666e+00,1.021881791716322763e+00
1.002050537936413077e+00,9.914504979758086423e-01,1.021690991472008481e+00,1.090017206585868648e+00,1.026070594796053337e+00,1.026131145258747157e+00
1.002017697561907061e+00,9.916985222557783697e-01,1.018617458406994469e+00,1.072420507788738320e+00,9.633942442622002167e-01,1.024633597833274790e+00
1.001973845957405462e+00,9.915188434033661569e-01,1.019904834096119650e+00,1.084395889017401915e+00,9.964850085438332616e-01,1.050501968293509059e+00
1.002118474634811518e+00,9.915083053162228044e-01,1.022161429196642768e+00,1.088721924637567007e+00,1.019459833868013199e+00,1.028070042268814710e+00
1.002051256021079029e+00,9.915769884770205822e-01,1.020861799802526670e+00,1.085760512122240895e+00,1.003692603876745970e+00,1.038529837704265324e+00
1.002063813590289065e+00,9.915528480313424708e-01,1.019306817981219915e+00,1.079291514376123029e+00,9.773754177654843112e-01,1.035980410690914733e+00
1.002159156918910332e+00,9.915253727189428101e-01,1.021610686988512873e+00,1.087898775922616856e+00,1.023291662177599592e+00,1.030641141336419375e+00
1.001992351673105519e+00,9.917065824163867616e-01,1.017215193998505463e+00,1.070233182838162600e+00,9.356652001905323424e-01,1.023753009728044727e+00
1.001971982967173158e+00,9.915809951003529132e-01,1.019152539700561411e+00,1.080881764364432174e+00,9.749097876864739609e-01,1.032229464314107670e+00
1.002177617927844322e+00,9.915270354183819412e-01,1.021689641848954500e+00,1.084714032847438947e+00,1.010475547435949917e+00,1.028870095446667188e+00
1.002111172407802675e+00,9.916232685733017416e-01,1.019934084033115917e+00,1.078225752541055682e+00,9.715394022129555385e-01,1.021599506955145342e+00
1.002200434075893876e+00,9.914061366155505484e-01,1.022618236420747007e+00,1.094067295624179703e+00,1.046854498367989939e+00,1.029910820689880602e+00
1.002033839452751929e+00,9.915012660755707641e-01,1.021885859294600518e+00,1.090281604356030165e+00,1.023796792235104558e+00,1.033015617799790231e+00
1.002093541845854086e+00,9.915510748013515174e-01,1.020783403600372008e+00,1.085012136504527325e+00,9.979400496100716556e-01,1.024811046549658933e+00
1.002146105718108915e+00,9.914806837833121111e-01,1.022710854768299038e+00,1.088632981144024736e+00,1.020319616835381638e+00,1.037392468583979488e+00
1.002072603765832959e+00,9.915373347481045707e-01,1.022282126346849562e+00,1.087752892196343968e+00,1.019783494446922623e+00,1.023732958174002894e+00
1.002148032361995567e+00,9.914334957275315885e-01,1.022881389627439352e+00,1.090057405255218548e+00,1.022794610434836438e+00,1.033083614393553562e+00
1.002180397205917117e+00,9.914603522301895788e-01,1.022175209339907687e+00,1.091914311211762856e+00,1.029645595417471027e+00,1.034495106389913710e+00
1.002163623534696901e+00,9.916004678966799935e-01,1.020666619778102913e+00,1.083511135070152731e+00,1.007077598721543676e+00,1.033054575002935183e+00
1.002159807722514451e+00,9.915795145442866110e-01,1.022437343194409154e+00,1.086386665778404259e+00,1.005291782398916700e+00,1.028771456722704647e+00
1.002220027938939939e+00,9.915790749313486696e-01,1.021106645831106663e+00,1.085550431983719033e+00,1.005806278991600911e+00,1.034812206747548480e+00
1.002091468766113991e+00,9.916938632841219015e-01,1.020174799703729596e+00,1.081023472343495495e+00,9.941633065116857182e-01,1.020876909885134687e+00
1.002202580494381046e+00,9.914469567655478377e-01,1.022629842447638104e+00,1.090877702218653544e+00,1.023299426974528581e+00,1.034543384782998565e+00
1.002132504238729016e+00,9.916439751743375552e-01,1.022487574239172359e+00,1.090304242395065293e+00,1.035475708505464887e+00,1.045363913142054235e+00
1.002300739204053048e+00,9.915092334803516927e-01,1.024586652267901243e+00,1.091803080207674581e+00,1.023784739314506309e+00,1.037534907165854614e+00
1.002082677332521987e+00,9.916033203893384051e-01,1.022452115137040929e+00,1.089385503843769420e+00,1.022814264170539555e+00,1.035014497318964555e+00
1.002152008246126380e+00,9.915795113623854240e-01,1.022317192882498560e+00,1.088661276422987711e+00,1.018274036240938818e+00,1.036717450176671607e+00
1.002126000308150910e+00,9.917012773829173566e-01,1.020838264103107962e+00,1.080851993717776072e+00,1.003684057851460532e+00,1.043865952342934555e+00
1.002187740047560727e+00,9.916235658290544208e-01,1.020711875352991571e+00,1.080989829552197579e+00,9.930109077463308287e-01,1.036851571530831073e+00
1.002122166516209223e+00,9.916503491054418085e-01,1.021897525532137641e+00,1.088506428743244214e+00,1.020832831390678486e+00,1.026363120635679804e+00
1.002152078175417182e+00,9.916303768641877570e-01,1.021221183877200733e+00,1.083260645627891483e+00,9.966043609863473041e-01,1.022609720185561288e+00
1.002148057775473777e+00,9.916308972136534949e-01,1.023246035042176150e+00,1.088529676985413586e+00,1.042417549647154607e+00,1.019473844060089007e+00
1.002100053224515230e+00,9.917120703416473226e-01,1.021602549127267556e+00,1.086363760573915815e+00,1.016904111073854367e+00,1.028360047982322945e+00
1.002128023618813923e+00,9.916963078014497945e-01,1.020486508826195404e+00,1.081506268008613603e+00,1.002173800277002425e+00,1.030250046428364374e+00
1.002213057997122458e+00,9.915625875737846817e-01,1.023949063047091323e+00,1.090896203892013361e+00,1.035166782844252342e+00,1.038592934636076048e+00
1.002162561939424990e+00,9.916991135645327748e-01,1.021730797206908736e+00,1.088928800593529811e+00,1.031070943203708845e+00,1.028766977983902375e+00
1.002181714362994081e+00,9.916079441901911595e-01,1.022363288210624832e+00,1.088474913125663468e+00,1.023226486111688871e+00,1.040995858893036807e+00
1.002064816144507375e+00,9.918644507864723403e-01,1.021181499933665693e+00,1.087266372239419354e+00,1.032698212630255075e+00,1.022392136319337563e+00
1.002218748613466159e+00,9.916316223225498661e-01,1.021684321659392269e+00,1.087669437735145239e+00,1.014928263077670145e+00,1.042506369770513697e+00
1.002201275201646480e+00,9.916644843340921556e-01,1.022098802751889135e+00,1.087778333865107694e+00,1.024951920953379947e+00,1.031671022692192574e+00
1.002066940995372857e+00,9.917979680968633804e-01,1.020683517974382504e+00,1.085357433886203316e+00,1.018904089619478759e+00,1.038338754525827801e+00
1.002141808219354058e+00,9.917308916848787126e-01,1.023109042821966685e+00,1.089707516938195120e+00,1.045453929384088099e+00,1.033902173230119015e+00
1.002143543283631866e+00,9.916850408873725264e-01,1.022372810085820705e+00,1.090303981150399837e+00,1.041889598395733252e+00,1.049766245468558346e+00
1.002036096631247153e+00,9.916942078834217744e-01,1.021917123011263584e+00,1.088198270673338408e+00,1.021933684689626975e+00,1.028818506249094655e+00
1.001926027356481841e+00,9.917948224872474849e-01,1.020059414880095883e+00,1.085785704516906147e+00,1.011671039613760925e+00,1.038535958734021936e+00
1.002123567994269715e+00,9.917008743732329545e-01,1.021965911894407997e+00,1.087996473034413158e+00,1.025323770866922946e+00,1.040270413036767483e+00
1.002004130783367586e+00,9.918333379202641797e-01,1.020840287614604769e+00,1.087311579783032167e+00,1.035740802599554033e+00,1.014137282117807182e+00
1.002091153120660882e+00,9.918121990768825613e-01,1.021464718475339595e+00,1.088600027262422110e+00,1.017430185732572934e+00,1.029734099469178821e+00
1.002135415041659039e+00,9.917060575973296599e-01,1.022641564103043743e+00,1.090541085530032817e+00,1.043188381044598101e+00,1.029143828856671439e+00
1.002050655774142873e+00,9.918719397721688091e-01,1.020907397282935891e+00,1.087533486490736889e+00,1.041113540935267201e+00,1.022002817630278226e+00
1.002127511070380672e+00,9.918008587475665161e-01,1.021569739438892510e+00,1.088371172414501320e+00,1.038599892657157131e+00,1.038123125258295421e+00
1.002109446207271271e+00,9.917552050943064801e-01,1.021927436813599765e+00,1.090181823717136789e+00,1.038680385061819145e+00,1.034083144043074887e+00
1.002107782400107228e+00,9.918254726203002969e-01,1.020309717152132700e+00,1.088529292340574939e+00,1.029873177961395214e+00,1.023843723669889405e+00
1.002107668884746339e+00,9.918076124378224501e-01,1.021279496016809230e+00,1.088493828771285976e+00,1.031397229675092841e+00,1.027712270600789957e+00
1.002040707120142926e+00,9.918262575737180065e-01,1.021953263045170646e+00,1.089660996803537563e+00,1.035978803833913497e+00,1.040149585218830941e+00
1.002066350511940929e+00,9.918549803401464082e-01,1.022095211845165830e+00,1.087459595230243714e+00,1.037527974534538266e+00,1.039092677927144548e+00
1.002029797176679393e+00,9.918822034923289177e-01,1.019454661496208114e+00,1.085857701305342093e+00,1.030637053931801494e+00,1.032424242911145207e+00
1.002087943142402349e+00,9.918837370181315949e-01,1.020688621517562789e+00,1.087172349036028551e+00,1.035611389378420011e+00,1.026904963316844555e+00
1.002149485987855471e+00,9.919040660650636498e-01,1.021446100480809305e+00,1.088075554512922594e+00,1.041973969286479118e+00,1.026614283625397084e+00
1.002107129580250389e+00,9.919442499467798768e-01,1.022088848985253096e+00,1.086822525611284229e+00,1.035172384590698602e+00,1.037840701696964629e+00
1.002010428956143118e+00,9.918843772813903392e-01,1.021054440854857415e+00,1.088137366696142472e+00,1.046161675628136223e+00,1.041727970647188695e+00
1.002083462020276983e+00,9.919442905528079724e-01,1.021004102968426919e+00,1.087336695135218356e+00,1.048638654443377893e+00,1.044133878165663276e+00
1.001995639536693794e+00,9.919312058100436813e-01,1.019610047460374425e+00,1.087757003028546388e+00,1.041359758262738300e+00,1.029857456378500569e+00
1.002072105521560452e+00,9.918468085129149570e-01,1.021297775999005619e+00,1.089036601478102328e+00,1.046305963704232900e+00,1.034666966813947875e+00
1.001897506052249698e+00,9.920436243852860381e-01,1.019997516191411435e+00,1.085938057628407449e+00,1.030204189745326682e+00,1.030222429028075037e+00
1.002079109850806837e+00,9.918501079143029475e-01,1.020253841705385245e+00,1.086641558135353902e+00,1.016578873553544593e+00,1.031945637449637188e+00
1.002133324105495271e+00,9.919888551769943108e-01,1.021500054278913217e+00,1.087305459720831813e+00,1.036480507770787707e+00,1.027171251728844270e+00
1.001998178614520452e+00,9.920413410519716146e-01,1.020101985504641595e+00,1.085102579865280692e+00,1.038438217597384972e+00,1.029868174357633448e+00
1.002045598602897325e+00,9.919881001771958529e-01,1.021186421778837117e+00,1.085846252602230777e+00,1.043289560937630922e+00,1.027482221100675996e+00
1.001962410194323416e+00,9.919848964989403939e-01,1.020359736445137555e+00,1.086049336862522141e+00,1.036853446018823455e+00,1.012270327839851491e+00
1.002099280384208813e+00,9.920359418926946171e-01,1.022696040807254958e+00,1.086724725172141914e+00,1.042070139866954293e+00,1.030152235811462980e+00
1.002052975326373829e+00,9.919903788996231597e-01,1.020823990255991243e+00,1.087364525828858008e+00,1.044942626848891498e+00,1.031521618259189532e+00
1.002021173178643920e+00,9.920564916748485507e-01,1.020277835454222126e+00,1.086942588099991225e+00,1.034493662202302655e+00,1.038094435558559514e+00
1.002025233739216814e+00,9.920313860743542600e-01,1.021717763865560125e+00,1.087908933905353148e+00,1.055805209364399921e+00,1.028409842535978003e+00
1.001775243552063488e+00,9.920774307850709350e-01,1.018771504856524235e+00,1.086144965004682827e+00,1.034574582921756747e+00,1.036603887147470759e+00
1.001983905054339319e+00,9.921210832861518947e-01,1.020413371478841924e+00,1.085424839945072550e+00,1.047979898549806776e+00,1.026021289049427798e+00
1.001900706782274941e+00,9.921300378342673421e-01,1.019736555582010595e+00,1.086446271904802030e+00,1.051783811752597275e+00,1.033427528637291370e+00
1.002004139739022914e+00,9.921128199478914667e-01,1.021605342683615136e+00,1.085738253815918153e+00,1.033472461327613390e+00,1.009875982742459044e+00
1.001931951605545379e+00,9.921480362670954678e-01,1.020363246302207649e+00,1.085398595860745052e+00,1.052873889832766308e+00,1.038890211394804197e+00
1.001968062405593995e+00,9.921583939931821750e-01,1.020307586962606816e+00,1.086173270636278776e+00,1.049674610396843955e+00,1.042095928923773895e+00
1.002054806958102340e+00,9.921589424203256513e-01,1.021440300000732382e+00,1.086850647256979663e+00,1.038099331880204534e+00,1.029420072600198299e+00
1.002002524715654985e+00,9.921376872850126150e-01,1.020621042310953408e+00,1.086416057988186079e+00,1.043695539200367506e+00,1.027421673767616506e+00
1.002004534359582255e+00,9.921674484076001832e-01,1.021821493543620729e+00,1.087538436182578616e+00,1.044060294856474336e+00,1.032728606726360354e+00
1.002007093845638908e+00,9.921955037353702433e-01,1.022621345416737659e+00,1.087918296145906627e+00,1.058761579241592532e+00,1.018693846176164097e+00
1.001994369602628110e+00,9.921645822548641469e-01,1.024442574215841173e+00,1.090761732516451366e+00,1.055628157175574566e+00,1.007429068994667443e+00
1.001934880316958987e+00,9.922611499595263007e-01,1.025777116604616124e+00,1.089571547635558968e+00,1.058238254758432806e+00,1.006215197296870700e+00
1.001856357337409298e+00,9.922482462057135022e-01,1.025666290022573035e+00,1.090403666625206824e+00,1.060384335511073362e+00,1.000869474646545632e+00
1.002016020042698630e+00,9.922028547588243041e-01,1.027516059937940041e+00,1.091464146689675063e+00,1.063229718844604710e+00,9.835282876493157689e-01
1.001931550983396368e+00,9.922776566061447534e-01,1.026484073149616982e+00,1.091339446753320841e+00,1.057609682180674637e+00,9.976546022195202923e-01
1.001920209389254746e+00,9.922683323599461591e-01,1.024087966304970898e+00,1.089238880363263107e+00,1.052115480327575181e+00,1.000301081713828699e+00
1.001899022958005148e+00,9.922359596610497157e-01,1.022304812511342087e+00,1.087259079782459281e+00,1.046957924285450758e+00,1.009949410341394849e+00
1.002019228680804064e+00,9.923056982801046200e-01,1.021667235016544550e+00,1.085449203892662640e+00,1.041094095062520264e+00,1.022586944723473890e+00
1.001834867247249239e+00,9.922855816992668387e-01,1.019233696457901628e+00,1.083618030172316393e+00,1.044759724359235920e+00,1.016675092470360253e+00
1.001861321360022483e+00,9.923292434753959723e-01,1.019221854569181573e+00,1.084224960216569000e+00,1.048030687654306847e+00,1.022526224145216878e+00
1.001986081965228426e+00,9.923115717789928736e-01,1.020553754032959226e+00,1.084464351808203997e+00,1.047208925266588819e+00,1.026356836855766508e+00
1.001882194729306397e+00,9.923410662945002514e-01,1.021013473631823043e+00,1.085026108104809150e+00,1.043838451109440957e+00,1.021380839733077472e+00
1.001940696634272765e+00,9.923505192885040405e-01,1.021858403655505843e+00,1.085719978571067390e+00,1.047327056137989043e+00,1.010618134592721873e+00
1.001860529347072815e+00,9.923528015128341151e-01,1.022679833102099423e+00,1.087194498628836659e+00,1.047862085072100991e+00,1.022211077996953987e+00
1.001926307004374017e+00,9.924162430467465823e-01,1.024754212898977945e+00,1.087735202200469375e+00,1.054183365553282403e+00,9.994248487312135110e-01
1.001829938171652445e+00,9.923553053034570581e-01,1.025827419199894175e+00,1.089358240427048763e+00,1.054407043743103234e+00,1.005228253387796755e+00
1.001885612363890843e+00,9.923578203041911738e-01,1.026397746258273624e+00,1.091004237147934264e+00,1.055124261384114970e+00,9.875351966492255107e-01
1.001775872332922646e+00,9.924373741615413191e-01,1.026599997897736039e+00,1.090009539687073259e+00,1.044964557783308212e+00,9.963524611629187566e-01
1.001830510118326911e+00,9.924274391143586005e-01,1.024975629310534764e+00,1.088712200035787392e+00,1.054719387470009373e+00,9.809046041334098520e-01
1.001948982366805074e+00,9.924318397881400911e-01,1.025198039474559009e+00,1.089145207657443715e+00,1.053350664190727537e+00,9.937992751342353825e-01
1.001883847430150132e+00,9.924369901737044586e-01,1.023439686091998979e+00,1.087072503446813609e+00,1.047113420469971468e+00,1.001005617308954987e+00
1.001793326881608159e+00,9.925075323381623571e-01,1.021734788055902454e+00,1.085126150001954004e+00,1.047884032143849842e+00,1.015416626606871375e+00
1.001877132344052956e+00,9.924918805608766714e-01,1.020094803757747082e+00,1.082541050659168835e+00,1.046879116978368662e+00,1.020051579895031368e+00
1.001827220743328528e+00,9.925070084601212983e-01,1.018601578204088920e+00,1.081622365502264538e+00,1.035944478091544774e+00,1.036283149976213291e+00
1.001831151978366252e+00,9.925187306981559932e-01,1.018953019774941460e+00,1.082143084036814473e+00,1.038262720432361785e+00,1.045008953480744740e+00
1.001895576137221022e+00,9.925691793115061223e-01,1.019116737961621055e+00,1.080961663542839624e+00,1.044036468433669818e+00,1.031680022532954988e+00
1.001824638740046014e+00,9.925882194889693588e-01,1.015302412414523126e+00,1.066082715790625857e+00,9.699284398059955237e-01,1.030518049076545539e+00
1.001862521710882969e+00,9.926885351130005919e-01,1.017185070186614748e+00,1.065290880857585387e+00,9.653461446872573237e-01,1.030022565665123846e+00
1.001585095255230318e+00,9.930672597861299744e-01,1.012567549960372792e+00,1.053574630027562797e+00,9.278142163623950278e-01,1.028478282495515650e+00
1.001696798232113217e+00,9.930077719161534144e-01,1.013701780437958888e+00,1.054630885053684297e+00,9.292400733068361118e-01,1.044831119854004342e+00
1.001606526137589936e+00,9.931254984266417729e-01,1.011444702661433492e+00,1.047957233793241683e+00,8.866539551851603251e-01,1.019738599200645135e+00
1.001828559685694842e+00,9.926961510078954332e-01,1.016682647361339953e+00,1.066377632258323827e+00,9.717272414235478273e-01,1.033946129667894676e+00
1.001685776815385509e+00,9.928590951244349316e-01,1.014149110994289282e+00,1.060670637350888734e+00,9.439529792174738976e-01,1.006430447607089329e+00
1.001747419107798853e+00,9.927170060428061049e-01,1.017723001100815816e+00,1.073729957843191585e+00,9.956403944674365736e-01,1.021500358845391032e+00
1.001666273060823453e+00,9.928622665765853839e-01,1.016373007357003422e+00,1.072909235857514298e+00,1.014093448168227996e+00,1.034825505186282246e+00
1.001425048031830078e+00,9.931510949498121299e-01,1.010741849085157629e+00,1.053338470234342461e+00,9.152891611935982663e-01,1.029732741641124827e+00
1.001606095376612382e+00,9.930655058303642369e-01,1.012916937879556611e+00,1.057788765424783728e+00,9.462097495684781423e-01,1.045156997062412385e+00
1.001680786233806630e+00,9.929012839162968396e-01,1.013927574833347611e+00,1.056813290754506918e+00,9.441805555432731811e-01,1.017693627581249816e+00
1.001655570451459809e+00,9.931870927509568459e-01,1.013366356425326575e+00,1.055605077204915698e+00,9.447587019068062197e-01,1.018003289316583571e+00
1.001643619560316889e+00,9.928212076158329236e-01,1.016847427463946518e+00,1.072009498355053880e+00,1.006939218666297542e+00,1.026017517972694693e+00
1.001658012196067205e+00,9.929845933201512098e-01,1.013442811640242081e+00,1.059273385315066873e+00,9.495600978583861318e-01,1.034082630589841179e+00
1.001699620944419777e+00,9.928798604195717692e-01,1.016094296125324536e+00,1.071208298938179704e+00,1.006114015348446689e+00,1.037213555119252284e+00
1.001592530759336075e+00,9.930815913939047279e-01,1.013678679883425637e+00,1.063300918710949894e+00,9.573694337765352724e-01,1.027379804643271610e+00
1.001800100460482401e+00,9.928233083471589282e-01,1.016857819835576437e+00,1.068116508125355191e+00,9.819804317960917350e-01,1.027162843566950867e+00
1.001535728409251647e+00,9.933785686313216790e-01,1.010830669128119474e+00,1.048025289755144307e+00,9.005391722888098638e-01,1.036940026747738441e+00
1.001668960529312535e+00,9.929866627842671711e-01,1.013501031347610715e+00,1.057481468747965225e+00,9.462981834854127250e-01,1.036988393360947613e+00
1.001569280406747309e+00,9.932729419565314855e-01,1.013413713368001901e+00,1.057501844302036975e+00,9.577719068972790906e-01,1.016320539237149712e+00
1.001726588573845778e+00,9.929813136188967437e-01,1.014910410320623457e+00,1.059258756195371687e+00,9.561108995629897800e-01,1.028698995371192693e+00
1.001681747127165512e+00,9.930198728320203116e-01,1.015725055009685462e+00,1.068712978772089262e+00,1.006502508517925332e+00,1.029784287905055162e+00
1.001793603502029173e+00,9.928236047839023026e-01,1.018190610673577634e+00,1.072208245471831356e+00,1.010814101426319667e+00,1.043416695225590551e+00
1.001513464186603919e+00,9.932400361262720967e-01,1.013196552231376835e+00,1.061120299587352545e+00,9.732104840918696098e-01,1.019050319896338985e+00
1.001753258752378972e+00,9.929363326297826475e-01,1.016713746553471687e+00,1.069402020501226014e+00,9.952602242128507637e-01,1.022300710918562006e+00
1.001488312663675773e+00,9.932300518756888019e-01,1.014698143273469633e+00,1.065643468616093825e+00,9.916951477836265516e-01,1.025820422346306993e+00
1.001768959611572196e+00,9.928416119350296221e-01,1.017257253223037061e+00,1.073462043300306812e+00,1.018783867967324896e+00,1.026441075952813087e+00
1.001535614961552412e+00,9.932504657797655012e-01,1.014225956828693986e+00,1.061207362301135770e+00,9.746929339963016359e-01,1.026374710033990389e+00
1.001683023344807744e+00,9.931989160696376162e-01,1.016719616793976488e+00,1.067802525313878981e+00,9.979398625505192522e-01,1.019016785323901164e+00
1.001530283821329581e+00,9.932984434704965615e-01,1.014714920123467090e+00,1.065291062607272909e+00,1.001088321938680803e+00,1.023048158032335397e+00
1.001614579872680100e+00,9.929276307326657669e-01,1.017152970425729608e+00,1.075764831695207535e+00,1.021018494271943355e+00,1.030689114906625958e+00
1.001553972956940486e+00,9.931962726998663227e-01,1.015450662468441401e+00,1.071501811477089783e+00,1.024706687322572751e+00,1.022876025563877578e+00
1.001681443561095675e+00,9.929720961537943369e-01,1.014548435328391562e+00,1.067151964257939012e+00,9.835082084887007969e-01,1.013901433996756030e+00
1.001540921044540733e+00,9.931658396928990662e-01,1.015059627124597519e+00,1.068244650178750588e+00,9.964717983620773323e-01,1.042034772978773338e+00
1.001543318755417467e+00,9.931870381762082367e-01,1.015729073292457985e+00,1.071964940474184669e+00,1.026900974145468437e+00,1.016039905261327148e+00
1.001549208521935075e+00,9.931255957858960981e-01,1.017091754851002783e+00,1.074330530796208105e+00,1.028424021235963659e+00,1.019240760309512828e+00
1.001632516967758901e+00,9.931662494424989829e-01,1.015513706952492656e+00,1.066698924934784687e+00,9.914867925049054564e-01,1.035219317465534639e+00
1.001459706337370692e+00,9.932842085842232827e-01,1.015320152103386331e+00,1.067186503191420721e+00,9.891919668760777995e-01,1.029874751635001306e+00
1.001696638349517832e+00,9.931960871127611945e-01,1.017443235887874886e+00,1.071727822854966483e+00,1.019670773127553831e+00,1.021411681954944362e+00
1.001585076618294101e+00,9.931989953126395543e-01,1.015663984091743854e+00,1.068967138385896742e+00,1.005762790088698511e+00,1.029755080889020791e+00
1.001442500839087701e+00,9.932869010845347679e-01,1.013558752734553536e+00,1.066651693064682993e+00,9.908859556178913897e-01,1.012613367166399936e+00
1.001656876279330088e+00,9.931702426376232129e-01,1.016602005251939111e+00,1.071202722399726470e+00,1.013688539643337494e+00,1.025724213400660556e+00
1.001520611918234493e+00,9.932171448107132150e-01,1.015099164421538358e+00,1.068141779907709310e+00,1.004957274179034465e+00,1.023325020173961875e+00
1.001671194183686442e+00,9.933499005984015584e-01,1.015383799694388633e+00,1.063917585770278951e+00,9.876168384339316653e-01,1.016179112500561921e+00
1.001511276490063773e+00,9.932288886938099859e-01,1.015383249917735764e+00,1.069422159499275216e+00,1.009432365618407657e+00,1.020637201177476916e+00
1.001487575911174543e+00,9.933248884824672498e-01,1.014782783119504206e+00,1.067649060079942647e+00,1.009232781904015663e+00,1.023538478346414093e+00
