# Time, Raw Flux, Corr Flux, PCA Flux, PSF Flux
1.461391169833771983e+03,9.270053128231735551e-01,9.550279607435540052e-01,9.541708500612982036e-01,9.662241423427019305e-01
1.461412044044276172e+03,9.470035610423562789e-01,9.752486198902332593e-01,9.740450739870782915e-01,9.869922493907231642e-01
1.461432857219219613e+03,9.644489143804931830e-01,9.917524629108435130e-01,9.920360415068807391e-01,1.004960716595260539e+00
1.461453670391363403e+03,9.716069008273959806e-01,9.996615071487124915e-01,9.991316352957873015e-01,1.013542993044492135e+00
1.461474544594405870e+03,9.722874297600762050e-01,1.000212123052813595e+00,9.998170007114061120e-01,1.013342248303686910e+00
1.461495357761742071e+03,9.722806839124914502e-01,9.994637811808708694e-01,9.996490265494604177e-01,1.013825522859494122e+00
1.461516170926705172e+03,9.727699785486191297e-01,9.999138606937543194e-01,1.000197087331069046e+00,1.014083015171501678e+00
1.461537045123099915e+03,9.720540217488379264e-01,9.994538379590528487e-01,9.993568943938988536e-01,1.014202324934649901e+00
1.461557858283116275e+03,9.716862175551163050e-01,1.000024680947820377e+00,9.992368203808217331e-01,1.013192172907612099e+00
1.461578671441119013e+03,9.715984270623788666e-01,1.000189993178132175e+00,9.995817620447892127e-01,1.013852067352786435e+00
1.461599545631477440e+03,9.715476839335832615e-01,9.995653437166253097e-01,9.995756225021340535e-01,1.014011849163829249e+00
1.461620358786082761e+03,9.718914980230278777e-01,1.000262867118627552e+00,1.000158701361657076e+00,1.014251498186028666e+00
1.461641171939377955e+03,9.713081703143711110e-01,9.990970018630623839e-01,9.992628879908845851e-01,1.013917239775657952e+00
1.461662046125341249e+03,9.721375749302636482e-01,1.000926512956622272e+00,1.000678950366402642e+00,1.014027755804844055e+00
1.461682859276447971e+03,9.716450295109639868e-01,1.000850794898065166e+00,1.000419174226759633e+00,1.014369748302301977e+00
1.461703672427649963e+03,9.711839990066549744e-01,9.993548159266890663e-01,9.996333526828364846e-01,1.014456927002826747e+00
1.461724546612497988e+03,9.721475779278970775e-01,1.000840796033926727e+00,1.000446743571402619e+00,1.014036771446703789e+00
1.461745359763521037e+03,9.707841519561150045e-01,9.991625622069858492e-01,9.993268945012011573e-01,1.013922750708835974e+00
1.461766172915205971e+03,9.636104092226779327e-01,9.924738677208445603e-01,9.924356814050572240e-01,1.006142933108104431e+00
1.461787047101563758e+03,9.475920110862731116e-01,9.771677803446582322e-01,9.768894586626392096e-01,9.895466964400154719e-01
1.461807860255572223e+03,9.286083142864760553e-01,9.576271344202647029e-01,9.573326105764107252e-01,9.687777850897957288e-01
1.461828673411208911e+03,9.083981155222582426e-01,9.376374607855749721e-01,9.370549578686747649e-01,9.481816719232003532e-01
1.461849547602436360e+03,8.923451262958357333e-01,9.214289684746871378e-01,9.209592909827969409e-01,9.313117320595754034e-01
1.461870360761682832e+03,8.831088412258717435e-01,9.124643716323869169e-01,9.123170600187847645e-01,9.211439543802999452e-01
1.461891173923776250e+03,8.833164620340764328e-01,9.121314308564745232e-01,9.120442704752096397e-01,9.214093719955673834e-01
1.461912048121661883e+03,8.909276426279373329e-01,9.200515388642720449e-01,9.198362590189561594e-01,9.296938630576957463e-01
1.461932861288563799e+03,9.068456666510650299e-01,9.358076400748329693e-01,9.351180613261934615e-01,9.465911335889676259e-01
1.461953674458270825e+03,9.255717656123553239e-01,9.546908886602304412e-01,9.544025340120126932e-01,9.670564076536249942e-01
1.461974548664083841e+03,9.464721976182833840e-01,9.756324263743657577e-01,9.753409043058832717e-01,9.882393524883616998e-01
1.461995361839527732e+03,9.616692424658056515e-01,9.919211986729221664e-01,9.908478411099214123e-01,1.005323297879324507e+00
1.462016175017341084e+03,9.705087273103157886e-01,9.996446702720170885e-01,9.994155827082429333e-01,1.014440227318862853e+00
1.462037049232103072e+03,9.706802782977779209e-01,9.998421463452654701e-01,9.997966820259952536e-01,1.014848390482626650e+00
1.462057862414843157e+03,9.707016937412092927e-01,9.995941629512056226e-01,9.997790018873691231e-01,1.014794249298898832e+00
1.462078675600515908e+03,9.706158406838544250e-01,9.996978762557604536e-01,9.999982608848465571e-01,1.015354063743625579e+00
1.462099549822193239e+03,9.704385333388955148e-01,1.000493874605733025e+00,9.999259978478983735e-01,1.015117810883533478e+00
1.462120363011694280e+03,9.700753291357993024e-01,9.998339908796100017e-01,9.990530852399173156e-01,1.014653726126530708e+00
1.462141176203418127e+03,9.704188761716140421e-01,1.000702814746697866e+00,1.000302651127328080e+00,1.014921871760992245e+00
1.462162050429419651e+03,9.706315368250670872e-01,1.000677888436356966e+00,9.998678433411359867e-01,1.014723854287775673e+00
1.462182863623287631e+03,9.714707748371714802e-01,1.000854138512600411e+00,1.000187068391537482e+00,1.015613613475217392e+00
1.462203676817970290e+03,9.707301172750538720e-01,9.999932334033322379e-01,1.000320704195910348e+00,1.015438387769851181e+00
1.462224551046403803e+03,9.703739969472138238e-01,1.000144539379569153e+00,9.997656410920705561e-01,1.015393147758394177e+00
1.462245364241218567e+03,9.706426924436649673e-01,1.000944112152045484e+00,1.000209560267959930e+00,1.015269796738585972e+00
1.462266177435816189e+03,9.694219369934063968e-01,1.000108941169718824e+00,9.993040808743142156e-01,1.015340616721897238e+00
1.462287051663593047e+03,9.697127217317611514e-01,9.999918502738004422e-01,9.993532407116354488e-01,1.015338728363762932e+00
1.462307864856290962e+03,9.689202212635111833e-01,9.996933066932474077e-01,1.000109753887703956e+00,1.015423277686403614e+00
1.462328678047809490e+03,9.706565007061984662e-01,1.000614443702411149e+00,1.001246146282349425e+00,1.016023533556278613e+00
1.462349552271581842e+03,9.690680110947511583e-01,1.000710690693969340e+00,1.000391154668625049e+00,1.015700260323866289e+00
1.462370365459459663e+03,9.700688059884094994e-01,9.996983303282328537e-01,1.000252246031841263e+00,1.015914353947880766e+00
1.462391178645877744e+03,9.688276136951717854e-01,1.000779385718587378e+00,1.001009268329411173e+00,1.016089713681294082e+00
1.462412052863411645e+03,9.695619815497396043e-01,9.996724302321177147e-01,9.998161535739573669e-01,1.015447731881201188e+00
1.462432866044540106e+03,9.678429595815107866e-01,1.000368278311246861e+00,1.000450473354607350e+00,1.015846292048425470e+00
1.462453679223327299e+03,9.687851069775150759e-01,1.001056369231672294e+00,1.000259164142760948e+00,1.015752082804905587e+00
1.462474553433379015e+03,9.662647919316635914e-01,9.993946855719089140e-01,9.994337653767013663e-01,1.015326931237104491e+00
1.462495305573715314e+03,9.687646859371703556e-01,1.000091011438149824e+00,9.998259890827291274e-01,1.016313855197708005e+00
1.462516179778519017e+03,9.674291830569879957e-01,1.001209708364341200e+00,1.000119763904466996e+00,1.015421201174388388e+00
1.462536992947396129e+03,9.678005892845091829e-01,1.000502037234885178e+00,1.000658119133903234e+00,1.015882686572560090e+00
1.462557806114119785e+03,9.664001125056569386e-01,9.998066815406024821e-01,9.994866523894280208e-01,1.015381340830367352e+00
1.462578680312003371e+03,9.668841333390133519e-01,1.000946856454324241e+00,1.000515543535728913e+00,1.015804700284494322e+00
1.462599493474486508e+03,9.654196275980757580e-01,9.994743371008439903e-01,9.997790415301868183e-01,1.015477415672468187e+00
1.462620306634963981e+03,9.676105907041648857e-01,1.001257535860709424e+00,1.001092711300927807e+00,1.016297414289864864e+00
1.462641180827762582e+03,9.657847400813965866e-01,1.000303515428133894e+00,1.000589749076434387e+00,1.016091235773571855e+00
1.462661993985991558e+03,9.659203565955748472e-01,1.000316560166477409e+00,1.000380580267938857e+00,1.015864316959167235e+00
1.462682807143099353e+03,9.659971819630588374e-01,9.997684781492341966e-01,1.000166415011492393e+00,1.015854527970387888e+00
1.462703681332997576e+03,9.654252005791449376e-01,1.001359804726503766e+00,1.000475346095602847e+00,1.015656774124335859e+00
1.462724494489334120e+03,9.646226812045900489e-01,9.995583722861881570e-01,9.996390388902925972e-01,1.015837487990972177e+00
1.462745307646036736e+03,9.646711510855860983e-01,1.001493386983306033e+00,1.001701148750065107e+00,1.015725019638074267e+00
1.462766181836558872e+03,9.642072666239711598e-01,1.000351238779137120e+00,1.000457830091087796e+00,1.015972898355215204e+00
1.462786994994086399e+03,9.656357312114436375e-01,1.001048331592294671e+00,1.001227589460522482e+00,1.016675282740665986e+00
1.462807808152981579e+03,9.643951913711739099e-01,1.000789926864763535e+00,1.000755746301977833e+00,1.016201602717243357e+00
1.462828682347127369e+03,9.643705406478624287e-01,1.001028185393506353e+00,1.000858851089784451e+00,1.016517415907117305e+00
1.462849495508712380e+03,9.655200834665640386e-01,1.000801689324433807e+00,1.001048258634725130e+00,1.016349304023180355e+00
1.462870308672959254e+03,9.641219692951128462e-01,1.000453025581895750e+00,1.000520272437022573e+00,1.015975111498953032e+00
1.462891182872278023e+03,9.640164446575579804e-01,1.001450070881787502e+00,1.002009494092924280e+00,1.016468390957290691e+00
1.462911996040597160e+03,9.637680045512281302e-01,1.000733111716689105e+00,1.001240939791008255e+00,1.015918187300032027e+00
1.462932809211175254e+03,9.635143541181990789e-01,9.998390622478906531e-01,1.000219161993277206e+00,1.016288096472679481e+00
1.462953683417714728e+03,9.641233061767687795e-01,1.000603812180299590e+00,1.001390843680509013e+00,1.016580696687999996e+00
1.462974496593053573e+03,9.632862012271918850e-01,1.000167829385443907e+00,1.001134099618433249e+00,1.016072680283594432e+00
1.462995309771264601e+03,9.637617727084804020e-01,1.000617599483689890e+00,1.000984580097190824e+00,1.016355866626171167e+00
1.463016183985466569e+03,9.631356854258769085e-01,9.994687216080833103e-01,1.000711741038825320e+00,1.016486110749357463e+00
1.463036997168327844e+03,9.636459818775986452e-01,1.000316556750635577e+00,1.000883105727554900e+00,1.016926017907869406e+00
1.463057810353339619e+03,9.624292750838088217e-01,9.992739107279081656e-01,9.998907012357131086e-01,1.016414170788215721e+00
1.463078684573971941e+03,9.630883765782899397e-01,9.997005025988018323e-01,1.000159627983803201e+00,1.016682213082693798e+00
1.463099497762741521e+03,9.632630319334823943e-01,9.991505247321775807e-01,9.997998164646075825e-01,1.016435969291546781e+00
1.463120310953041781e+03,9.626919575428757314e-01,9.994778536594879359e-01,1.000355863063910666e+00,1.016647953406709881e+00
1.463141185178247952e+03,9.634483908870953295e-01,1.000392565969164371e+00,1.000806023046873161e+00,1.017175207381612045e+00
1.463161998370768288e+03,9.625681371205729864e-01,1.000479441480724319e+00,1.000758852657643638e+00,1.016972670508783816e+00
1.463182811563930500e+03,9.623322853434470581e-01,1.000270146196418075e+00,1.000617346185649348e+00,1.016559824792960365e+00
1.463203685790582995e+03,9.630062272145197833e-01,1.000163122175053099e+00,1.001366273161846676e+00,1.016926660168976371e+00
1.463224498984018055e+03,9.613696501412307693e-01,1.000346107582660293e+00,1.000639397993479340e+00,1.016604136178711260e+00
1.463245312176141397e+03,9.625819638149050173e-01,1.000209791712219243e+00,1.000748574226448584e+00,1.016874448774588657e+00
1.463266186401645882e+03,9.625958771595953811e-01,1.000148011825879202e+00,1.000647589945131477e+00,1.016918818502402511e+00
1.463286999591983658e+03,9.617376452155350641e-01,1.001179283178159407e+00,1.001357448695749275e+00,1.016828831610826711e+00
1.463307812780476752e+03,9.620653090740028945e-01,1.000063472059058434e+00,1.000996051162565958e+00,1.017000894726479698e+00
1.463328687000911714e+03,9.621224246224181487e-01,1.000789330876617145e+00,1.001355426600900600e+00,1.017126265460537526e+00
1.463349500185297984e+03,9.605530920380807025e-01,9.996661547791998448e-01,1.000204608247213356e+00,1.017789400751315965e+00
1.463370313367017388e+03,9.632302969803915316e-01,1.000313056045353033e+00,1.001668351576824989e+00,1.016734910215369991e+00
1.463391187579920825e+03,9.617760793010233789e-01,1.001275731326394469e+00,1.001877209824193482e+00,1.017283574748391706e+00
1.463412000755699637e+03,9.602696983701888289e-01,1.000235589335403352e+00,1.000904012115098496e+00,1.017641276812019102e+00
1.463432813928757014e+03,9.620402716418411382e-01,1.001602478869005663e+00,1.002205405839124319e+00,1.017462109029719786e+00
1.463453688131639410e+03,9.621660061037637934e-01,1.000560201087569379e+00,1.001579722503191494e+00,1.017072709218099558e+00
1.463474501297619327e+03,9.597692750487208935e-01,1.000090988160739824e+00,1.000705118342528843e+00,1.017270459983736774e+00
1.463495314459808242e+03,9.619227759220660978e-01,1.000584696824347253e+00,1.001516788614247533e+00,1.017769732462975085e+00
1.463516188652254868e+03,9.608414600226586888e-01,1.000603489518786970e+00,1.000731899461928087e+00,1.017465499456593481e+00
1.463537001807960223e+03,9.631802264760254140e-01,1.000880000363031597e+00,1.002089932648509985e+00,1.017842439458845893e+00
1.463557814960139012e+03,9.610916485772538209e-01,1.000725101004266593e+00,1.000380318440853289e+00,1.017604950732716951e+00
1.463578689142010944e+03,9.621906929211604398e-01,1.000941101282774248e+00,1.002346246477144875e+00,1.018115656030560423e+00
1.463620315429991706e+03,9.700105970105526998e-01,1.000440385474495208e+00,1.002264431153028879e+00,1.018129164409517395e+00
1.463641189603167732e+03,9.701959441407208562e-01,1.000942823269278525e+00,1.003097727806883777e+00,1.018414774194806860e+00
1.463662002740519938e+03,9.704045366430862352e-01,1.000385499765617858e+00,1.003069440451927807e+00,1.017609672342845162e+00
1.463682815874936068e+03,9.702483568240061196e-01,1.000316363940800368e+00,1.003297865616458839e+00,1.017619454094836229e+00
1.463703629007681002e+03,9.707897887781470336e-01,1.001385750281467812e+00,1.003932875634591548e+00,1.016719804724331988e+00
1.463724442138632185e+03,9.706481550756043131e-01,1.000666497454754111e+00,1.003702383242866425e+00,1.016018156885284629e+00
1.463745316300682589e+03,9.713500662472285274e-01,1.000176334054982963e+00,1.004467058427910509e+00,1.015758666788741493e+00
1.463766129428615614e+03,9.714949461869920588e-01,1.000835320420589980e+00,1.005215230627792611e+00,1.014716929530557588e+00
1.463786942554847883e+03,9.713085194054733584e-01,1.001352387717164616e+00,1.005863325698168831e+00,1.013504527569584868e+00
1.463807816713644570e+03,9.719974269776611164e-01,1.000926548094808188e+00,1.006874033166929694e+00,1.012318883109351253e+00
1.463828629838346615e+03,9.716886291327287983e-01,9.998568534271132791e-01,1.008073136192641606e+00,1.010657803756459305e+00
1.463849442962240573e+03,9.706568918341880181e-01,9.997123992780546642e-01,1.008556646597370321e+00,1.008936414767752199e+00
1.463870317119061838e+03,9.713463193821727515e-01,9.990228253872441844e-01,1.010711966758826463e+00,1.007660566722370810e+00
1.463891130241577002e+03,9.710118970608289102e-01,9.978524617764443772e-01,1.012838649045108008e+00,1.007024095038506095e+00
1.463911943363444834e+03,9.710151746426206598e-01,9.965555182149504754e-01,1.016064933269003934e+00,1.005253912109690839e+00
1.463932817518768161e+03,9.714195222981318878e-01,9.928206489722998240e-01,1.020318285648196044e+00,1.003850066191236401e+00
2.174252095465731600e+03,1.091182102279298682e+00,9.900165814688929311e-01,9.906344870287947524e-01,9.936833574721228857e-01
2.174259039955941716e+03,1.090975655447555592e+00,9.886776450181761211e-01,9.893419711270291517e-01,9.931026926878008254e-01
2.174272928936164135e+03,1.089533992428518117e+00,9.902933171568387705e-01,9.908650226517181636e-01,9.924617385178136075e-01
2.174279873426152335e+03,1.091564173053835018e+00,9.908307971008462056e-01,9.915283540556978359e-01,9.939836902676097985e-01
2.174286817916040036e+03,1.090010194975422841e+00,9.892340728381540105e-01,9.899302464214070341e-01,9.935453967049650004e-01
2.174293762405814050e+03,1.090230972233053652e+00,9.908812019786663594e-01,9.915501558121854186e-01,9.935258735194868462e-01
2.174300706895465282e+03,1.091449695957285693e+00,9.917446627618520250e-01,9.923841326696815068e-01,9.938817094894691895e-01
2.174307651384977817e+03,1.089910491799566339e+00,9.903836134213784836e-01,9.910098071398184549e-01,9.935460494254263475e-01
2.174314595874338465e+03,1.090035945392540118e+00,9.911705347621948547e-01,9.918586990976835382e-01,9.940888072048273960e-01
2.174321540363536769e+03,1.088571248362066202e+00,9.902966298469239037e-01,9.909319432581868980e-01,9.932394885563220477e-01
2.174328484852560905e+03,1.089046785666763384e+00,9.912429185461165693e-01,9.918421897478399973e-01,9.937353040887787481e-01
2.174335429341397230e+03,1.088528645142357698e+00,9.913466767870301455e-01,9.919828728085103853e-01,9.931410908831105333e-01
2.174342373830033921e+03,1.089305786632903006e+00,9.912964087195909046e-01,9.919522480449683988e-01,9.941106000082177152e-01
2.174349318318460519e+03,1.089218501311587373e+00,9.927883551871200529e-01,9.933876583813640027e-01,9.938629882185512354e-01
2.174356262806663835e+03,1.087267345916842487e+00,9.923430798618111393e-01,9.929502617318437530e-01,9.943915222495641748e-01
2.174363207294635686e+03,1.087248275640225970e+00,9.914728288347159912e-01,9.921215855768646952e-01,9.930843203527531804e-01
2.174370151782362427e+03,1.087754829862850103e+00,9.924564113016682843e-01,9.930530387154078431e-01,9.936110689026214082e-01
2.174377096269835420e+03,1.086784546384712780e+00,9.917257107498377300e-01,9.923336808796224817e-01,9.945610615599399518e-01
2.174384040757042840e+03,1.087148295280116139e+00,9.911205202908578427e-01,9.917870235631344178e-01,9.936965806674430413e-01
2.174390985243976047e+03,1.086312806504283746e+00,9.918346878957702284e-01,9.924253973997444467e-01,9.939136494395323096e-01
2.174397929730625492e+03,1.086324614553467738e+00,9.929210827652807936e-01,9.935562675925146969e-01,9.935586555611941595e-01
2.174404874216982535e+03,1.087186324959647843e+00,9.926214217925567462e-01,9.932668922434441106e-01,9.940992489435335200e-01
2.174411818703037170e+03,1.086146385078694987e+00,9.934865179354730458e-01,9.940171906506173327e-01,9.946522191075638508e-01
2.174418763188781668e+03,1.085448296537146806e+00,9.929281879022225921e-01,9.934964461985640316e-01,9.939645097941708363e-01
2.174425707674210116e+03,1.086197192952296442e+00,9.928468293956637103e-01,9.934690116036350993e-01,9.936774115564241949e-01
2.174432652159312966e+03,1.085434465042914853e+00,9.936662448315198848e-01,9.942618258985040924e-01,9.936429396607748821e-01
2.174439596644083394e+03,1.085691636592983622e+00,9.937617312658455493e-01,9.943171433201910547e-01,9.949754739521209368e-01
2.174446541128516401e+03,1.085653745505578582e+00,9.939363909125262797e-01,9.945311283378717171e-01,9.947413220742197248e-01
2.174453485612605618e+03,1.084595206561239644e+00,9.934820541272778582e-01,9.940228630788586761e-01,9.940349391558285230e-01
2.174460430096346045e+03,1.085017247305079646e+00,9.947518921812262827e-01,9.952934723111082072e-01,9.952772076271872992e-01
2.174467374579731768e+03,1.084677363973872044e+00,9.950823339586709615e-01,9.956135366105162143e-01,9.946878035437775045e-01
2.174474319062758696e+03,1.083179959201526987e+00,9.928450163398370165e-01,9.933851103750178657e-01,9.947432096683079816e-01
2.174481263545424099e+03,1.084701645314447571e+00,9.951111828535135206e-01,9.956469982987791179e-01,9.950974072267364523e-01
2.174488208027724795e+03,1.083997292408778401e+00,9.943835712337469879e-01,9.949011729632523116e-01,9.948515829835619106e-01
2.174495152509656691e+03,1.083101599213162514e+00,9.942458104370455185e-01,9.947917363833328475e-01,9.950918858366042397e-01
2.174502096991217968e+03,1.083928938771952621e+00,9.960044398456456838e-01,9.964947267604984393e-01,9.946135933808961660e-01
2.174509041472408171e+03,1.082764182821807974e+00,9.938863776519428761e-01,9.943761785457988500e-01,9.950656278221576834e-01
2.174515985953223662e+03,1.082974371640968547e+00,9.953131880216165017e-01,9.958581750896091656e-01,9.953343620348992227e-01
2.174522930433668080e+03,1.082082254122218368e+00,9.940285127188722702e-01,9.945741370006943027e-01,9.943934124540049213e-01
2.174529874913739604e+03,1.082673765318431736e+00,9.956810981252063320e-01,9.961261479573216837e-01,9.948233455353242549e-01
2.174536819393436872e+03,1.081191217622055500e+00,9.948800710858877183e-01,9.954113691957556798e-01,9.941706551654163615e-01
2.174543763872763520e+03,1.080469374390012671e+00,9.946115843935051659e-01,9.950745523153166072e-01,9.940378291470315375e-01
2.174550708351721369e+03,1.081598345853076237e+00,9.940587243541857410e-01,9.945947481592887218e-01,9.948110753571318687e-01
2.174557652830312236e+03,1.081935512778603004e+00,9.964348237366075223e-01,9.969383933336941617e-01,9.951773693933054776e-01
2.174564597308538850e+03,1.081003785630078040e+00,9.956500507940164724e-01,9.961492331068464434e-01,9.951259553663307500e-01
2.174571541786403486e+03,1.079878999649237281e+00,9.944795606358383111e-01,9.949858647093343667e-01,9.942882357980944441e-01
2.174578486263912055e+03,1.081166160165571100e+00,9.965052818888564534e-01,9.970103203829753236e-01,9.957827237860459313e-01
2.174585430741069104e+03,1.080118126504426179e+00,9.951780987718272797e-01,9.957022820556934439e-01,9.952786682272735108e-01
2.174592375217878271e+03,1.079317840128743322e+00,9.948145397053743677e-01,9.952868665498521006e-01,9.948422212708204482e-01
2.174599319694345468e+03,1.080256275136194155e+00,9.972750004386350398e-01,9.976828526522275586e-01,9.957573555764123174e-01
2.174606264170477061e+03,1.078889008370701230e+00,9.958534817744895129e-01,9.963225903944188389e-01,9.950152233320810335e-01
2.174613208646280782e+03,1.078747616683171318e+00,9.955640209970184618e-01,9.959998325612923198e-01,9.955390409227045101e-01
2.174620153121762087e+03,1.079375161832293761e+00,9.973719717266774643e-01,9.977481124659416389e-01,9.965064259518948697e-01
2.174627097596927342e+03,1.078742294745510977e+00,9.957412663836728850e-01,9.961810384660657602e-01,9.951901211332419006e-01
2.174634042071787917e+03,1.078593918014801867e+00,9.973726724685979539e-01,9.977751780261621128e-01,9.951714638996598250e-01
2.174640986546347904e+03,1.077487065855139647e+00,9.965086723058835805e-01,9.968640268134797422e-01,9.953556129367179262e-01
2.174647931020620490e+03,1.077890008603937799e+00,9.957585544685984003e-01,9.961503922429530977e-01,9.946960910355786556e-01
2.174654875494612952e+03,1.078807128142321714e+00,9.967585046288589545e-01,9.972351166629499497e-01,9.954066250691095963e-01
2.174661819968333930e+03,1.078279230732205329e+00,9.977170660323537721e-01,9.980967396208807463e-01,9.967713078773851043e-01
2.174668764441794337e+03,1.077130856371421697e+00,9.966239836111469019e-01,9.970992525093188563e-01,9.957010456931093545e-01
2.174675708915003725e+03,1.077228037170574693e+00,9.972935858353251248e-01,9.976683671760284700e-01,9.955779474461451395e-01
2.174682653387974369e+03,1.076472765517602515e+00,9.966673311078064756e-01,9.970461626224004226e-01,9.953041517521401538e-01
2.174689597860715821e+03,1.076549490118873464e+00,9.977894323352745065e-01,9.980940643090595588e-01,9.949382083987137193e-01
2.174696542333238995e+03,1.076099841823420000e+00,9.965647118328994081e-01,9.969771149383347408e-01,9.953540284812535388e-01
2.174703486805556622e+03,1.076960803832116564e+00,9.980668760530500006e-01,9.984290168451468439e-01,9.962433486684448836e-01
2.174710431277680073e+03,1.076048063804932342e+00,9.971350100916326342e-01,9.975187217316832111e-01,9.952583870263003174e-01
2.174717375749621624e+03,1.076163982259598084e+00,9.977587803207862427e-01,9.981544165765715571e-01,9.957933440982815743e-01
2.174724320221390371e+03,1.076730380562476386e+00,9.987024493657802315e-01,9.990719554881875020e-01,9.966077755838220753e-01
2.174731264693003595e+03,1.076062283357118732e+00,9.994280228914389497e-01,9.997821602979203304e-01,9.957000267015846395e-01
2.174738209164469936e+03,1.074681462281646960e+00,9.985306957577642084e-01,9.988378194144267308e-01,9.964941238779833066e-01
2.174745153635803945e+03,1.074907007108431678e+00,9.976846935956626972e-01,9.980286453410139869e-01,9.955436771288674880e-01
2.174752098107016991e+03,1.075840535954601940e+00,9.994126377460782473e-01,9.997333801857949398e-01,9.965373812613497195e-01
2.174759042578123626e+03,1.074988637870983199e+00,9.982305373310856877e-01,9.985901518986722847e-01,9.956255121299474320e-01
2.174765987049134765e+03,1.074809050193370030e+00,9.985321607971571201e-01,9.988637739716277331e-01,9.959828577729449295e-01
2.174772931520064049e+03,1.073839182491612254e+00,9.975001401587335614e-01,9.978350824425386012e-01,9.953922554349425855e-01
2.174779875990926030e+03,1.072682187700555900e+00,9.977757553030262017e-01,9.980568980775444965e-01,9.958885853341488126e-01
2.174786820461730258e+03,1.073567320176126660e+00,9.975590795099990027e-01,9.978709982131837020e-01,9.956877128594856519e-01
2.174793764932491740e+03,1.072585422677782452e+00,9.983940374314570487e-01,9.986669206580031100e-01,9.962709071384272530e-01
2.174800709403222299e+03,1.072842705101552552e+00,9.984444734815072220e-01,9.987286182854896444e-01,9.962553255324945178e-01
2.174807653873936033e+03,1.073219149035750108e+00,9.989110724795309260e-01,9.992044415914207445e-01,9.957997560342872756e-01
2.174814598344643855e+03,1.073357214512242086e+00,9.987857173591379034e-01,9.990639584869169809e-01,9.964645544431396385e-01
2.174821542815358043e+03,1.072888967153402762e+00,9.984663842563237246e-01,9.987202128761003550e-01,9.969442372260586271e-01
2.174828487286091331e+03,1.072312063567329998e+00,9.989902789117357518e-01,9.992670305172579592e-01,9.954131621163360144e-01
2.174835431756857361e+03,1.072175855225334207e+00,9.978956496715325475e-01,9.982313191206313441e-01,9.954442717597603574e-01
2.174842376227667046e+03,1.071390786265148831e+00,9.979818242829254782e-01,9.982855431553769865e-01,9.958447553113565220e-01
2.174849320698529027e+03,1.072174718769896229e+00,9.989130021956762473e-01,9.992126593212076191e-01,9.962095675878231971e-01
2.174856265169458311e+03,1.071207733784371285e+00,9.979038971682127057e-01,9.981965634011815691e-01,9.959374696932202786e-01
2.174863209640465811e+03,1.070763601455555492e+00,9.980046698983704445e-01,9.982790474621463517e-01,9.959568772900112554e-01
2.174870154111559259e+03,1.071148943004279097e+00,9.989307271944852795e-01,9.991932575342689082e-01,9.960385712884088916e-01
2.174877098582750932e+03,1.071378257536906631e+00,9.993339622293815339e-01,9.995979187172451264e-01,9.962258437734831107e-01
2.174884043054051745e+03,1.071428843663105868e+00,9.996286572037313967e-01,9.998945467635999007e-01,9.963942904900324748e-01
2.174890987525471701e+03,1.070366618168199890e+00,9.989021575656029661e-01,9.991735675238704317e-01,9.964060752595461645e-01
2.174897931997018077e+03,1.070493818021968524e+00,9.991269721256569314e-01,9.994011481529426755e-01,9.958866905493859445e-01
2.174904876468699968e+03,1.070886449516549765e+00,1.000138631362747388e+00,1.000364274121228636e+00,9.969585831776528462e-01
2.174911820940527377e+03,1.070097028763590030e+00,9.991072822274491561e-01,9.993789596460190827e-01,9.964778690318153442e-01
2.174918765412507128e+03,1.069596960652489548e+00,9.990124687188753905e-01,9.992054785293978947e-01,9.965765630639462636e-01
2.174925709884648768e+03,1.069352345549088312e+00,9.990665377783083390e-01,9.992800711622243925e-01,9.963835822950440901e-01
2.174932654356959119e+03,1.069426187434126208e+00,9.990949617912155967e-01,9.993368374875228888e-01,9.968462239059463492e-01
2.174939598829442275e+03,1.069068065379061627e+00,9.996286649229760846e-01,9.998498436420401037e-01,9.971085014502404364e-01
2.174946543302106420e+03,1.068508070032430979e+00,9.993199173912377109e-01,9.995602992696935862e-01,9.966213967576813548e-01
2.174953487774957921e+03,1.068202917888142700e+00,9.988963071436590679e-01,9.991431010523633693e-01,9.965911863362821865e-01
2.174960432248002235e+03,1.068758256539320550e+00,9.996367392971152732e-01,9.998229268002200021e-01,9.963942987984374389e-01
2.174967376721242545e+03,1.068298629610753947e+00,9.997376431951352505e-01,9.999617789737562656e-01,9.965037938652658855e-01
2.174974321194682943e+03,1.069079235904463410e+00,1.000080504535141523e+00,1.000279530189635002e+00,9.967651208719255918e-01
2.174981265668327978e+03,1.068927948739096356e+00,1.000307914312170698e+00,1.000523593730442196e+00,9.967640063657783323e-01
2.174988210142181742e+03,1.067609882178536918e+00,9.987726732082495840e-01,9.990048719229447372e-01,9.961328320635387534e-01
2.174995154616245145e+03,1.068424637572233937e+00,9.995449475835274100e-01,9.997581333245160184e-01,9.972477263868659847e-01
2.175002099090520005e+03,1.067044592612671039e+00,9.995534200382286683e-01,9.997788013186434952e-01,9.962531904406483063e-01
2.175009043565009051e+03,1.067539421941387179e+00,9.993965752146641845e-01,9.996168250367168939e-01,9.967796915434427030e-01
2.175015988039713648e+03,1.066938042985761781e+00,9.987021101885259489e-01,9.989097662593667826e-01,9.960655327921408286e-01
