# PSF X-COM, PSF Y-COM, PSF X-WIDTH, PSF Y-WIDTH, PSF ROT, PSF BKG
1.003399906484864879e+00,1.011468942355840062e+00,1.012187847469566027e+00,1.020465245221850781e+00,1.053088292574918539e+00,1.021634949633161149e+00
1.003485080165755550e+00,1.011073462962925440e+00,1.007860593601419996e+00,1.020897229105994786e+00,1.021309183940446674e+00,1.021008898608585902e+00
1.003436110279429139e+00,1.011253356770844380e+00,1.012657975475882211e+00,1.022375411305881165e+00,1.034240979337600175e+00,1.023457028514129119e+00
1.003557393489028948e+00,1.011172597727871159e+00,1.010888598876223732e+00,1.024095556021729969e+00,1.069657541662863087e+00,1.022185824384117980e+00
1.003426905360393917e+00,1.011223492807029833e+00,1.012312484681375135e+00,1.020841061918891901e+00,1.041402716118270844e+00,1.021392858762199207e+00
1.003459268863806431e+00,1.011180082323202667e+00,1.011928946551029496e+00,1.023565739581249412e+00,1.084324210036956782e+00,1.022649641446706337e+00
1.003397699099429996e+00,1.011281531146289492e+00,1.011609381282872366e+00,1.020965676538881928e+00,1.085851878295419626e+00,1.021831647744826821e+00
1.003523481133400619e+00,1.011010441269676763e+00,1.008208866072085819e+00,1.020396327804268033e+00,1.090189759400207015e+00,1.021994801663557828e+00
1.003466154357736340e+00,1.011060533033234510e+00,1.009617858419262326e+00,1.019504557496300423e+00,1.089584002105826510e+00,1.021647989983807792e+00
1.003509565584341345e+00,1.010855873045250153e+00,1.009254679743589067e+00,1.022155931813737650e+00,1.066392871911989060e+00,1.022688367620081751e+00
1.003446515382815596e+00,1.010981717390252221e+00,1.006192636779783767e+00,1.021469369934119520e+00,1.118342040061681919e+00,1.021209479380629670e+00
1.003463253803565713e+00,1.011068246236568990e+00,1.008897018847643823e+00,1.021411126827888038e+00,1.058444317226992615e+00,1.021327524280280619e+00
1.003406403915173550e+00,1.010942814052412597e+00,1.011497542121785553e+00,1.020502954513371252e+00,1.116886002897668151e+00,1.019945476840098175e+00
1.003474467207690735e+00,1.010965308102958593e+00,1.009407013915131435e+00,1.020525686866992077e+00,1.111144853257756582e+00,1.023134857754794291e+00
1.003466762508866461e+00,1.010961590241766128e+00,1.013856873652877688e+00,1.022212069143999091e+00,1.098618287154570661e+00,1.022438669324966742e+00
1.003479130314709478e+00,1.010888613109437228e+00,1.011314996707771252e+00,1.019359773551141490e+00,1.084798653266387136e+00,1.022293677868631567e+00
1.003346810324460048e+00,1.010885840690861848e+00,1.011240685302356113e+00,1.021201040069579902e+00,1.101363863452912817e+00,1.020815059595854057e+00
1.003493416986518172e+00,1.010649361783063860e+00,1.013678275120670325e+00,1.020559774489293803e+00,1.108976895135062257e+00,1.021604445408014872e+00
1.003468263786635450e+00,1.010694934204976914e+00,1.010321712979260100e+00,1.021889069852403464e+00,1.095079596518106380e+00,1.021911988040476338e+00
1.003520682011109999e+00,1.010668770104742098e+00,1.013053332077722635e+00,1.022009685686755542e+00,1.119589990201309559e+00,1.022003738002836837e+00
1.003494310730646433e+00,1.010493263226759808e+00,1.011834740918777342e+00,1.021641308593209896e+00,1.048853779219420357e+00,1.021479709138141345e+00
1.003549274011956260e+00,1.010517495434032575e+00,1.012357198014276483e+00,1.023099584354744129e+00,1.048551063973490072e+00,1.020529829877329320e+00
1.003496351898298444e+00,1.010456108189259794e+00,1.012487699839430766e+00,1.021766878982109494e+00,1.100587393181822193e+00,1.020984951288173681e+00
1.003545287775152506e+00,1.010492749538943746e+00,1.011490372244365110e+00,1.020870156038187870e+00,1.108785286268086034e+00,1.021400548059518076e+00
1.003393029890829347e+00,1.010571997096414432e+00,1.010675431859198836e+00,1.020566773076877265e+00,1.073952809505211770e+00,1.021093454051164251e+00
1.003448884111082906e+00,1.010519354268792691e+00,1.008698616358532529e+00,1.021747515619388480e+00,1.097115813785232152e+00,1.020542763385724472e+00
1.003575827803588671e+00,1.010343303065214471e+00,1.007694079990633096e+00,1.020185366278848260e+00,9.917866456882922233e-01,1.019513638507119957e+00
1.003478907624544725e+00,1.010304595425580487e+00,1.009055113610529464e+00,1.022226270209730670e+00,1.050283268752645327e+00,1.020237758545929907e+00
1.003493260527183129e+00,1.010338145299441992e+00,1.010238191868399804e+00,1.019502726509633250e+00,1.012429824810429535e+00,1.021209306541320361e+00
1.003475226724808156e+00,1.010371350511270139e+00,1.010475709580632708e+00,1.017952532778816810e+00,1.020386186169786269e+00,1.021865533011407035e+00
1.003468075513077595e+00,1.010408090956822269e+00,1.011735511634689333e+00,1.018880171791533007e+00,1.023335612059118827e+00,1.021170788780681127e+00
1.003585031081683399e+00,1.010264941757547330e+00,1.011030929586194338e+00,1.022966154150585893e+00,1.112442111270919298e+00,1.020579602842397904e+00
1.003419095545780904e+00,1.010086467955943812e+00,1.012909817956357150e+00,1.022046585003729469e+00,1.097866871688452539e+00,1.022378006430088693e+00
1.003525332419769045e+00,1.010174196188226237e+00,1.010610200500957401e+00,1.019530918384547125e+00,1.071461014405463041e+00,1.020297879303611266e+00
1.003465691622814848e+00,1.010121229622090055e+00,1.009976120274652889e+00,1.020136807611984331e+00,1.053566903959992418e+00,1.020155379807821117e+00
1.003504859234489732e+00,1.010220126797356954e+00,1.011092087782740068e+00,1.020023476520283356e+00,1.099836066465166740e+00,1.019860246000470205e+00
1.003491528050136861e+00,1.010210547404009063e+00,1.013357577173891633e+00,1.020193908579170916e+00,1.117138323119553522e+00,1.020337233632955254e+00
1.003395021374595686e+00,1.010069949421151803e+00,1.011110755214554402e+00,1.020712398066782267e+00,1.081969713549462364e+00,1.021302541192548707e+00
1.003559260723511315e+00,1.010103401146016378e+00,1.011565086674314884e+00,1.021103335604888862e+00,1.091471011018381398e+00,1.020977139447093229e+00
1.003404792686837466e+00,1.009808852149274960e+00,1.013326280273560531e+00,1.019883515484821146e+00,1.122714188136708424e+00,1.020765820280925551e+00
1.003509144708825129e+00,1.009998897954494268e+00,1.012620732331470430e+00,1.020137364711197314e+00,1.118682026820246866e+00,1.019253469828539815e+00
1.003474548773581221e+00,1.009914694102096666e+00,1.012732073675847611e+00,1.021759946985768330e+00,1.094790140090028840e+00,1.019908529110222117e+00
1.003580320966850570e+00,1.009873575054221373e+00,1.012189537523490168e+00,1.019562079661509024e+00,1.125365033427404127e+00,1.020621074897295255e+00
1.003412306165160528e+00,1.009886558598138917e+00,1.010069284530848321e+00,1.019240501889943973e+00,1.087358686709498867e+00,1.020889594558640479e+00
1.003487702723671049e+00,1.009893522758935847e+00,1.013419808928064603e+00,1.020677373556838852e+00,1.122962972815022331e+00,1.020280532769283210e+00
1.003476277220244128e+00,1.009754683922826635e+00,1.011907116064828527e+00,1.018117336216063151e+00,1.096081395990711638e+00,1.019036636516990280e+00
1.003555581486620385e+00,1.009702108860931036e+00,1.011234858317158869e+00,1.019649258303574779e+00,1.134625596292080152e+00,1.019707427413985235e+00
1.003466186545892480e+00,1.009810683084747529e+00,1.012081079703625930e+00,1.020327241267851681e+00,1.123994411745098621e+00,1.019937370982309410e+00
1.003567730813077263e+00,1.009686001359803242e+00,1.009559867132510114e+00,1.020558524450880800e+00,1.177928341890732478e+00,1.020955883752343807e+00
1.003508911122843461e+00,1.009685177495881714e+00,1.014648386415364145e+00,1.020662663842473838e+00,1.111582122818953522e+00,1.019986548515238844e+00
1.003556210093306422e+00,1.009781406263065007e+00,1.009867622589221581e+00,1.019806751304405346e+00,1.147485865537692495e+00,1.020177518294706598e+00
1.003584569167567997e+00,1.009588528755699155e+00,1.010951675850191522e+00,1.019057168842180339e+00,1.148737054209009179e+00,1.021196723815449570e+00
1.003488701558930885e+00,1.009597704569370480e+00,1.012112511181301411e+00,1.020178946765255557e+00,1.159086343019980481e+00,1.020471788697405291e+00
1.003560859891290402e+00,1.009629221125306620e+00,1.010403537557540199e+00,1.018377312017079817e+00,1.147229269658495587e+00,1.020162477197355422e+00
1.003484077843832534e+00,1.009559549980577398e+00,1.012517056330789700e+00,1.020493690067338921e+00,1.123623509050148073e+00,1.020556507421385595e+00
1.003556340890847443e+00,1.009550121067269934e+00,1.012504976647004229e+00,1.018946897078820024e+00,1.167749710241664296e+00,1.020870853911246101e+00
1.003584237979462168e+00,1.009498696322977507e+00,1.010518956364886867e+00,1.018483785365486005e+00,1.143941911472734274e+00,1.019331904206814965e+00
1.003542688365836488e+00,1.009380052651252857e+00,1.009566051502649220e+00,1.016564554987952951e+00,1.141699754694857960e+00,1.019439469816147081e+00
1.003521232046427736e+00,1.009652377788410771e+00,1.011423581313058762e+00,1.019381759272026899e+00,1.122938465740886960e+00,1.020157430936608378e+00
1.003536501792752667e+00,1.009317435523101603e+00,1.010405015721433486e+00,1.018934916657450840e+00,1.157419810623299128e+00,1.020150389344078423e+00
1.003576793845798676e+00,1.009355937123213698e+00,1.010448241692657678e+00,1.017952427641448221e+00,1.114957136233041934e+00,1.019912084276854758e+00
1.003524944318561651e+00,1.009343033080597252e+00,1.012322205955009879e+00,1.018065907580401941e+00,1.179928649239810223e+00,1.019476562734082936e+00
1.003580062940457429e+00,1.009181548960438324e+00,1.013316777191391349e+00,1.020661373507629976e+00,1.137935879192079724e+00,1.019554853411117845e+00
1.003574452662176819e+00,1.009381212254953697e+00,1.009292286671546357e+00,1.020541120461691431e+00,1.154503782860532457e+00,1.019194112982853895e+00
1.003518348092895307e+00,1.009236817148506216e+00,1.013290324368455231e+00,1.019040988503764344e+00,1.113600479370727925e+00,1.019302834598753371e+00
1.003569262364154335e+00,1.009285610808562828e+00,1.012091150820931373e+00,1.018919985732994471e+00,1.179166163541024881e+00,1.021033764221208839e+00
1.003602939912535907e+00,1.009250825999874923e+00,1.011902093761658961e+00,1.019864819570766024e+00,1.216130008048704081e+00,1.019704003553325578e+00
1.003589601304405443e+00,1.009166925773705259e+00,1.009869405685586363e+00,1.018754131314133948e+00,1.162550305075730428e+00,1.018369749467451957e+00
1.003496083108835313e+00,1.009215394008198485e+00,1.009507651554434338e+00,1.019083565950708925e+00,1.192898253816246701e+00,1.018188900670387032e+00
1.003555556240581348e+00,1.009254297483969554e+00,1.011703445672060830e+00,1.018063141067201194e+00,1.152034455089585352e+00,1.020384723100474123e+00
1.003558051281300489e+00,1.009130276354125000e+00,1.012697835085587528e+00,1.018803088921503175e+00,1.136020196983318131e+00,1.019702512507085324e+00
1.003598015968104606e+00,1.009036227210188263e+00,1.012231416709703735e+00,1.019483056638764262e+00,1.165129302624386964e+00,1.019412982620915065e+00
1.003499313432786755e+00,1.009071333240188162e+00,1.011961232567202940e+00,1.019899884532291079e+00,1.175348151245156236e+00,1.018725390914222872e+00
1.003534236323698092e+00,1.009028758199048914e+00,1.012155344556979975e+00,1.017817484091852576e+00,1.159857617281599085e+00,1.019113162600483236e+00
1.003522362574671867e+00,1.009029012860405583e+00,1.010720992126832529e+00,1.017361327193679221e+00,1.184238453111787104e+00,1.019199449202511376e+00
1.003542815401336608e+00,1.009058732869634989e+00,1.012938564210965176e+00,1.020790277502366949e+00,1.199176032900905353e+00,1.020112405654988397e+00
1.003592452281903968e+00,1.008925316153046259e+00,1.012622690679410686e+00,1.018981446881532138e+00,1.216982668563578951e+00,1.019925267877708874e+00
1.003503556475531688e+00,1.008932517567023401e+00,1.012395356310262118e+00,1.019470096208013654e+00,1.173105081875367883e+00,1.019595497157895547e+00
1.003582354672311272e+00,1.008875207670651752e+00,1.009189879490388631e+00,1.018162902470598263e+00,1.187056914125532270e+00,1.018529710122510368e+00
1.003517679342578406e+00,1.008882290180340702e+00,1.010516478560684606e+00,1.021288404811468098e+00,1.167461424664376413e+00,1.017550318236801976e+00
1.003539177161468565e+00,1.008914646131037873e+00,1.012694326744152162e+00,1.017871728047805790e+00,1.208709376444458972e+00,1.019338102018500614e+00
1.003557987811424024e+00,1.008815992640686776e+00,1.011641265445661464e+00,1.018782085151332950e+00,1.180216937256320264e+00,1.019464917768430290e+00
1.003634853095483725e+00,1.008705050491620403e+00,1.008913978245853604e+00,1.014399323489479032e+00,1.160763987747038595e+00,1.018865036043796746e+00
1.003573599313567932e+00,1.008663269339527213e+00,1.009878020301708146e+00,1.017711985870931590e+00,1.199743842540996974e+00,1.017457775398967756e+00
1.003517309907796529e+00,1.008762410978836899e+00,1.009351354504534504e+00,1.018334023373520747e+00,1.200639608302285666e+00,1.018015706109005158e+00
1.003589773201539082e+00,1.008656228456712656e+00,1.011454516307785712e+00,1.019238677458246034e+00,1.212859978104700032e+00,1.019458645041535716e+00
1.003522267391720790e+00,1.008685553683280389e+00,1.009919850990602885e+00,1.017217095467315868e+00,1.174086160466127460e+00,1.018904747800998933e+00
1.003508027010571402e+00,1.008651636773573834e+00,1.010976996906599590e+00,1.018710000982493868e+00,1.200944234089101892e+00,1.018869763804745698e+00
1.003635672092995312e+00,1.008679065178979650e+00,1.009243082360052002e+00,1.018233935488800812e+00,1.211972887654372277e+00,1.017462398970309101e+00
1.003564204020052752e+00,1.008533471562890194e+00,1.007665282737403967e+00,1.017435707670934830e+00,1.172834981906049512e+00,1.017327835017377557e+00
1.003572457554209096e+00,1.008663283385590193e+00,1.005973105133188827e+00,1.016835376928714840e+00,1.258946332054871720e+00,1.018574207876815629e+00
1.003602284818468693e+00,1.008549905021575377e+00,1.009488169388508272e+00,1.017790142964502209e+00,1.227043296320352805e+00,1.018813208939993942e+00
1.003556940681999299e+00,1.008446925946825390e+00,1.010055538879826909e+00,1.017947567305536483e+00,1.180900895233912173e+00,1.018782017244617144e+00
1.003599495989847323e+00,1.008380329938583397e+00,1.008851496315422924e+00,1.015441450641105137e+00,1.181426324200747890e+00,1.017942419335488458e+00
1.003610556070031246e+00,1.008510385973296453e+00,1.006166643245064440e+00,1.016878591175197855e+00,1.194764780050868724e+00,1.019301089800156213e+00
1.003545250492811292e+00,1.008436219009012813e+00,1.009505160218018727e+00,1.017525088499358743e+00,1.267255210991770520e+00,1.017358064789928740e+00
1.003565244843330539e+00,1.008564635666221676e+00,1.008973866488040771e+00,1.016386600086325753e+00,1.206659917677836091e+00,1.018449242426909374e+00
1.003539928233242451e+00,1.008343883582608402e+00,1.011395917646049858e+00,1.016043746690818317e+00,1.246799840860535191e+00,1.017962119729683534e+00
1.003508878615946953e+00,1.008308297924894958e+00,1.013050051074465552e+00,1.017033898300583106e+00,1.206763761948617786e+00,1.018892645897900406e+00
1.003589425712597238e+00,1.008429053991841240e+00,1.008751226007974289e+00,1.018306984499418366e+00,1.258239803360464037e+00,1.018034527769392072e+00
1.003598457662260302e+00,1.008322656336503309e+00,1.005640475936556255e+00,1.016204736507118733e+00,1.241913829058900465e+00,1.017387455783369976e+00
1.003494905221350209e+00,1.008357790821005517e+00,1.008749702478769272e+00,1.017163989356277387e+00,1.260883222143551974e+00,1.017879805307282837e+00
1.003454592316962879e+00,1.008201866352690601e+00,1.008297334748088803e+00,1.017393356971017848e+00,1.243192961064652824e+00,1.017809617275230227e+00
1.003603395580292545e+00,1.008191789210182820e+00,1.007290066287260588e+00,1.014694170494533365e+00,1.260550546006156569e+00,1.018423782332240179e+00
1.003487921215618472e+00,1.008161973613142415e+00,1.009820854858131556e+00,1.017142186818045468e+00,1.223714910437179393e+00,1.018628962527116988e+00
1.003616781791420998e+00,1.008265104959029435e+00,1.007158879299398624e+00,1.016631733091622136e+00,1.246185696629418249e+00,1.016707834123174781e+00
1.003512367305544384e+00,1.008010253250347210e+00,1.007463415345351221e+00,1.015975669373705426e+00,1.258270911715997142e+00,1.016146939303871122e+00
1.003583525172638602e+00,1.008177792296457209e+00,1.005592763950422519e+00,1.015491932308516088e+00,1.290071074117111083e+00,1.018106755590297396e+00
1.003509854077339059e+00,1.008074324281250433e+00,1.007377263002278145e+00,1.014972739488847697e+00,1.276438404180871400e+00,1.018219983656824201e+00
1.003521743217903994e+00,1.008214905820201235e+00,1.005845851693743631e+00,1.013398786045886846e+00,1.253989882338786721e+00,1.018204721010558478e+00
1.003621894652895641e+00,1.008138397482822857e+00,1.007399694518276823e+00,1.014575445157897882e+00,1.320065327901863927e+00,1.017927090040571692e+00
1.003531796030228129e+00,1.008006168655474655e+00,1.007610741508634167e+00,1.015366483521356056e+00,1.272207988998809380e+00,1.016353234391931259e+00
1.003644860501272440e+00,1.007973663733847225e+00,1.007600862873106573e+00,1.013980646693708909e+00,1.282364727093807666e+00,1.017052140571421237e+00
1.003517666256505736e+00,1.008045731529338518e+00,1.005862037063310455e+00,1.015865572841285758e+00,1.228538611452469898e+00,1.019050582084516154e+00
1.003551887342708060e+00,1.007895814153069169e+00,1.004571411990885066e+00,1.015346670150304442e+00,1.278302696554472373e+00,1.017117892721276062e+00
1.003527809650291092e+00,1.007880244525945157e+00,1.007065197080670771e+00,1.013262094400060098e+00,1.251980468865838247e+00,1.017791278198179938e+00
1.003592434569639869e+00,1.008173104444525459e+00,1.003706201363828932e+00,1.013668739223809956e+00,1.282412379789176882e+00,1.016035548228002350e+00
1.003492765355275207e+00,1.007713807363163072e+00,1.007156169760603293e+00,1.015289870159581831e+00,1.303467106129588160e+00,1.016256781927165065e+00
1.003559159795524458e+00,1.007766702901295330e+00,1.006024016754325068e+00,1.015718834377850044e+00,1.274801650340802617e+00,1.017315558935300679e+00
1.003613225346156490e+00,1.007984488666833656e+00,1.001844166969746430e+00,1.011847272977598688e+00,1.377616952214476109e+00,1.017392565912942803e+00
1.003536103160450832e+00,1.007747562343064507e+00,1.006813850191323523e+00,1.013625240808044614e+00,1.291979006510327821e+00,1.017328869179190409e+00
1.003516154070550392e+00,1.007750063315925981e+00,1.004385652341948321e+00,1.012666246003592896e+00,1.354961548402436433e+00,1.016302942579376589e+00
1.003511323862603444e+00,1.007747619910706049e+00,1.007771087376600150e+00,1.013764318772616413e+00,1.319403070862172900e+00,1.016729323897606507e+00
1.003622013153038228e+00,1.007967026854540649e+00,1.006158246046291449e+00,1.015232194658294507e+00,1.301396127825726667e+00,1.016530240471201996e+00
1.003538268935856070e+00,1.007606748483755199e+00,1.008336881916217509e+00,1.015789343870539430e+00,1.182579976306281422e+00,1.017296520101694579e+00
