time,flux
1.439557992732286039e+03,-8.999921441078186035e+00
1.439578826406625922e+03,-9.000263512134552002e+00
1.439599660079480600e+03,-9.000260293483734131e+00
1.439620493750866899e+03,-9.000165998935699463e+00
1.439641327420770267e+03,-8.999704241752624512e+00
1.439662161089217079e+03,-9.000452041625976562e+00
1.439682994756193239e+03,-9.000086247920989990e+00
1.439703828421714661e+03,-8.999801993370056152e+00
1.439724662085797718e+03,-9.000205695629119873e+00
1.439745495748427402e+03,-9.000399649143218994e+00
1.439766329409620084e+03,-8.999780416488647461e+00
1.439787163069391227e+03,-9.000442504882812500e+00
1.439807996727726504e+03,-8.999992728233337402e+00
1.439828830384651837e+03,-8.999982595443725586e+00
1.439849664040151993e+03,-9.000009596347808838e+00
1.439870497694243113e+03,-9.000017702579498291e+00
1.439891331346940433e+03,-9.000208437442779541e+00
1.439912164998228945e+03,-9.000684618949890137e+00
1.439932998648134117e+03,-9.000248014926910400e+00
1.439953832296641167e+03,-8.999988198280334473e+00
1.439974665943765785e+03,-9.000047385692596436e+00
1.439995499589521842e+03,-9.000346720218658447e+00
1.440016333233895011e+03,-9.000195980072021484e+00
1.440037166876910533e+03,-8.999803543090820312e+00
1.440058000518552944e+03,-8.999894380569458008e+00
1.440078834158836798e+03,-9.000488102436065674e+00
1.440099667797777556e+03,-9.000252366065979004e+00
1.440120501435359529e+03,-9.000247120857238770e+00
1.440141335071597041e+03,-9.000433087348937988e+00
1.440162168706505327e+03,-9.000431060791015625e+00
1.440183002340068697e+03,-9.000068902969360352e+00
1.440203835972311481e+03,-9.000096857547760010e+00
1.440224669603219809e+03,-9.000190258026123047e+00
1.440245503232806186e+03,-8.999520897865295410e+00
1.440266336861083346e+03,-8.999487638473510742e+00
1.440287170488037646e+03,-8.999707579612731934e+00
1.440308004113692959e+03,-8.999746918678283691e+00
1.440328837738033144e+03,-8.999846100807189941e+00
1.440349671361072978e+03,-9.000092923641204834e+00
1.440370504982826105e+03,-9.000399053096771240e+00
1.440391338603276154e+03,-9.000522255897521973e+00
1.440412172222447907e+03,-9.000249803066253662e+00
1.440433005840324540e+03,-9.002745509147644043e+00
1.440453839456919923e+03,-9.015973925590515137e+00
1.440474673072248379e+03,-9.035229265689849854e+00
1.440495506686293538e+03,-9.057660996913909912e+00
1.440516340299068361e+03,-9.076729655265808105e+00
1.440537173910587398e+03,-9.087015986442565918e+00
1.440558007520834053e+03,-9.087843239307403564e+00
1.440578841129831062e+03,-9.077417194843292236e+00
1.440599674737563191e+03,-9.059710621833801270e+00
1.440620508344043401e+03,-9.038166940212249756e+00
1.440641341949284424e+03,-9.017765045166015625e+00
1.440662175553270799e+03,-9.002649545669555664e+00
1.440683009156025264e+03,-8.999594807624816895e+00
1.440703842757530538e+03,-9.000418841838836670e+00
1.440724676357801400e+03,-9.009467422962188721e+00
1.440745509956849901e+03,-9.025840580463409424e+00
1.440766343554658988e+03,-9.045283079147338867e+00
1.440787177151242986e+03,-9.064313471317291260e+00
1.440808010746613945e+03,-9.080096721649169922e+00
1.440828844340755040e+03,-9.089237809181213379e+00
1.440849677933689918e+03,-9.090074777603149414e+00
1.440870511525401071e+03,-9.081778824329376221e+00
1.440891345115901458e+03,-9.067558050155639648e+00
1.440912178705204269e+03,-9.048417627811431885e+00
1.440933012293291995e+03,-9.029072999954223633e+00
1.440953845880188055e+03,-9.011272251605987549e+00
1.441287183109130638e+03,-9.000349521636962891e+00
1.441308016675993713e+03,-9.001009643077850342e+00
1.441328850241691271e+03,-9.000623226165771484e+00
1.441412184492970027e+03,-9.000351250171661377e+00
1.441433018052928219e+03,-9.000575959682464600e+00
1.441474685169407621e+03,-9.000520467758178711e+00
1.441495518725932016e+03,-9.000685095787048340e+00
1.441537185835582932e+03,-8.999999642372131348e+00
1.441558019388702178e+03,-9.000307977199554443e+00
1.441578852940700926e+03,-9.000296175479888916e+00
1.441599686491560988e+03,-8.999460101127624512e+00
1.441620520041293048e+03,-9.000118315219879150e+00
1.441641353589910523e+03,-8.999941468238830566e+00
1.441662187137394767e+03,-8.999818205833435059e+00
1.441683020683767154e+03,-8.999709486961364746e+00
1.441703854229010176e+03,-8.999867677688598633e+00
1.441724687773135884e+03,-9.000033080577850342e+00
1.441745521316154736e+03,-9.000150322914123535e+00
1.441766354858050136e+03,-8.999790430068969727e+00
1.441787188398842773e+03,-9.000295519828796387e+00
1.441808021938515139e+03,-9.000152826309204102e+00
1.441828855477088609e+03,-9.000163316726684570e+00
1.441849689014544538e+03,-9.000304162502288818e+00
1.441870522550895430e+03,-8.999978661537170410e+00
1.441891356086152427e+03,-9.000398874282836914e+00
1.441912189620296886e+03,-9.000346839427947998e+00
1.441933023153351314e+03,-9.000162005424499512e+00
1.441953856685296614e+03,-9.000148057937622070e+00
1.441974690216144609e+03,-9.000172495841979980e+00
1.441995523745907121e+03,-9.000192403793334961e+00
1.442016357274565280e+03,-9.000172793865203857e+00
1.442037190802140913e+03,-8.999832630157470703e+00
1.442058024328615375e+03,-9.000480055809020996e+00
1.442078857854000489e+03,-8.999946713447570801e+00
1.442099691378307398e+03,-9.000155568122863770e+00
1.442120524901517911e+03,-8.999903321266174316e+00
1.442141358423643396e+03,-8.999553680419921875e+00
1.442162191944694996e+03,-9.000512897968292236e+00
1.442183025464654520e+03,-8.999641418457031250e+00
1.442203858983542887e+03,-8.999600052833557129e+00
1.442224692501342133e+03,-8.999682188034057617e+00
1.442245526018073633e+03,-9.000383138656616211e+00
1.442266359533718287e+03,-8.999951004981994629e+00
1.442287193048287691e+03,-8.999479651451110840e+00
1.442308026561793440e+03,-9.000278472900390625e+00
1.442328860074216209e+03,-9.000052332878112793e+00
1.442349693585578052e+03,-8.999732494354248047e+00
1.442370527095859643e+03,-8.999699354171752930e+00
1.442391360605072578e+03,-9.000088810920715332e+00
1.442412194113228452e+03,-9.000004470348358154e+00
1.442433027620307939e+03,-9.000129163265228271e+00
1.442453861126332413e+03,-8.999994039535522461e+00
1.442474694631283455e+03,-9.000192761421203613e+00
1.442495528135182212e+03,-9.000248134136199951e+00
1.442516361638009357e+03,-9.000129818916320801e+00
1.442537195139776713e+03,-8.999957799911499023e+00
1.442558028640495195e+03,-9.000117242336273193e+00
1.442578862140145702e+03,-8.999997138977050781e+00
1.442599695638750063e+03,-9.000139713287353516e+00
1.442620529136289178e+03,-8.999795556068420410e+00
1.442641362632773507e+03,-9.000037372112274170e+00
1.442662196128214873e+03,-8.999658107757568359e+00
1.442683029622594859e+03,-8.999894499778747559e+00
1.442703863115923241e+03,-8.999405741691589355e+00
1.442724696608211843e+03,-9.000001013278961182e+00
1.442745530099442249e+03,-9.000215411186218262e+00
1.442766363589634466e+03,-8.999865412712097168e+00
1.442787197078770077e+03,-8.999982714653015137e+00
1.442808030566870457e+03,-8.999982595443725586e+00
1.442828864053916277e+03,-8.999531865119934082e+00
1.442849697539918225e+03,-9.000332236289978027e+00
1.442870531024887669e+03,-8.999910235404968262e+00
1.442891364508806191e+03,-9.000009059906005859e+00
1.442912197991693802e+03,-8.999747157096862793e+00
1.442933031473531400e+03,-8.999843597412109375e+00
1.442953864954331266e+03,-9.000067770481109619e+00
1.442974698434103175e+03,-9.000148952007293701e+00
1.442995531912828028e+03,-8.999468088150024414e+00
1.443016365390527653e+03,-8.999713659286499023e+00
1.443037198867182724e+03,-8.999728798866271973e+00
1.443058032342803244e+03,-8.999657869338989258e+00
1.443078865817401265e+03,-8.999751091003417969e+00
1.443099699290967237e+03,-8.999947786331176758e+00
1.443120532763492065e+03,-9.000097632408142090e+00
1.443141366234986208e+03,-8.999628543853759766e+00
1.443162199705461262e+03,-9.000134766101837158e+00
1.443183033174897673e+03,-8.999870538711547852e+00
1.443203866643306583e+03,-8.999414086341857910e+00
1.443224700110698677e+03,-8.999487996101379395e+00
1.443245533577054402e+03,-8.999789595603942871e+00
1.443266367042395359e+03,-8.999802470207214355e+00
1.443287200506701993e+03,-8.999722123146057129e+00
1.443308033969994995e+03,-8.999760985374450684e+00
1.443328867432255265e+03,-8.999805569648742676e+00
1.443349700893493718e+03,-9.000112831592559814e+00
1.443370534353721041e+03,-8.999946594238281250e+00
1.443391367812917679e+03,-8.999812126159667969e+00
1.443412201271105005e+03,-8.999953627586364746e+00
1.443433034728263692e+03,-8.999566793441772461e+00
1.443453868184403973e+03,-8.999750614166259766e+00
1.443474701639537216e+03,-8.999753236770629883e+00
1.443495535093643639e+03,-9.000176906585693359e+00
1.443516368546744161e+03,-8.999899268150329590e+00
1.443537201998819910e+03,-8.999718785285949707e+00
1.443558035449890895e+03,-8.999674201011657715e+00
1.443578868899938698e+03,-8.999632835388183594e+00
1.443599702348973096e+03,-9.000020265579223633e+00
1.443620535797005687e+03,-9.000058770179748535e+00
1.443641369244016460e+03,-9.000362575054168701e+00
1.443662202690026561e+03,-8.999699354171752930e+00
1.443683036135016209e+03,-8.999718666076660156e+00
1.443703869578996319e+03,-8.999961853027343750e+00
1.443724703021977803e+03,-8.999983906745910645e+00
1.443745536463940653e+03,-9.000006318092346191e+00
1.443766369904906242e+03,-8.999756574630737305e+00
1.443787203344854788e+03,-8.999982714653015137e+00
1.443808036783806983e+03,-8.999781489372253418e+00
1.443828870221743728e+03,-9.000069141387939453e+00
1.443849703658675253e+03,-8.999588370323181152e+00
1.443870537094612246e+03,-9.000180065631866455e+00
1.443891370529535834e+03,-8.999684691429138184e+00
1.443912203963466027e+03,-8.999912738800048828e+00
1.443933037396383270e+03,-9.000105142593383789e+00
1.443953870828298932e+03,-8.999755382537841797e+00
1.443974704259222563e+03,-9.000251173973083496e+00
1.444099704823729098e+03,-9.000408768653869629e+00
1.444141371670582430e+03,-9.000119566917419434e+00
1.444162205092519116e+03,-8.999863147735595703e+00
1.444183038513449446e+03,-9.000276207923889160e+00
1.444203871933394794e+03,-8.999596595764160156e+00
1.444224705352335604e+03,-9.000104010105133057e+00
1.444245538770281200e+03,-8.999637842178344727e+00
1.444266372187243633e+03,-9.000295102596282959e+00
1.444287205603202892e+03,-8.999979257583618164e+00
1.444308039018178761e+03,-8.999409914016723633e+00
1.444328872432152593e+03,-9.000343859195709229e+00
1.444349705845144626e+03,-9.000136673450469971e+00
1.444370539257135079e+03,-8.999820709228515625e+00
1.444391372668134863e+03,-9.000229299068450928e+00
1.444412206078154213e+03,-8.999464750289916992e+00
1.444433039487173346e+03,-8.999625802040100098e+00
1.444453872895213181e+03,-9.000258862972259521e+00
1.444474706302253708e+03,-8.999928593635559082e+00
1.444495539708306069e+03,-8.999930977821350098e+00
1.444516373113380041e+03,-8.999512672424316406e+00
1.444537206517456298e+03,-9.000051736831665039e+00
1.444558039920555530e+03,-8.999924540519714355e+00
1.444578873322657955e+03,-8.999625325202941895e+00
1.444599706723783811e+03,-8.999869823455810547e+00
1.444620540123913543e+03,-8.999777674674987793e+00
1.444641373523067841e+03,-9.000303447246551514e+00
1.444662206921227380e+03,-9.000249147415161133e+00
1.444683040318401709e+03,-9.000056028366088867e+00
1.444703873714601741e+03,-9.000390589237213135e+00
1.444724707109853625e+03,-8.999862432479858398e+00
1.444745540504127121e+03,-8.999813675880432129e+00
1.444766373897367430e+03,-8.999795794486999512e+00
1.444787207289635035e+03,-8.999415278434753418e+00
1.444808040680910608e+03,-8.999590039253234863e+00
1.444828874071204154e+03,-9.000098288059234619e+00
1.444849707460525906e+03,-8.999657750129699707e+00
1.444870540848856535e+03,-9.000114440917968750e+00
1.444891374236216507e+03,-9.000194728374481201e+00
1.444912207622585811e+03,-9.000124931335449219e+00
1.444933041007985139e+03,-8.999774932861328125e+00
1.444953874392394937e+03,-9.000018358230590820e+00
1.444974707775824982e+03,-8.999928832054138184e+00
1.444995541158286187e+03,-8.999956727027893066e+00
1.445016374539758772e+03,-8.999543070793151855e+00
1.445037207920262745e+03,-8.999905705451965332e+00
1.445058041299779006e+03,-8.999786734580993652e+00
1.445078874678327793e+03,-9.000298976898193359e+00
1.445099708055888868e+03,-9.000139236450195312e+00
1.445120541432473146e+03,-8.999769687652587891e+00
1.445141374808090859e+03,-9.000031530857086182e+00
1.445162208182721997e+03,-8.999848008155822754e+00
1.445183041556387252e+03,-8.999898195266723633e+00
1.445203874929067069e+03,-9.000305294990539551e+00
1.445224708300781231e+03,-9.000068485736846924e+00
1.445245541671510182e+03,-9.000060439109802246e+00
1.445266375041264837e+03,-8.999635696411132812e+00
1.445287208410054973e+03,-8.999893546104431152e+00
1.445308041777860353e+03,-9.000265598297119141e+00
1.445328875144702579e+03,-8.999420762062072754e+00
1.445349708510561186e+03,-8.999348759651184082e+00
1.445370541875456183e+03,-9.000273764133453369e+00
1.445391375239368699e+03,-8.999711751937866211e+00
1.445412208602308283e+03,-8.999936819076538086e+00
1.445433041964285394e+03,-9.000132620334625244e+00
1.445453875325280478e+03,-9.003933548927307129e+00
1.445474708685313999e+03,-9.019373893737792969e+00
1.445495542044365948e+03,-9.041642427444458008e+00
1.445516375402456561e+03,-9.064486443996429443e+00
1.445537208759566056e+03,-9.082799077033996582e+00
1.445558042115705121e+03,-9.093928575515747070e+00
1.445578875470883759e+03,-9.091739833354949951e+00
1.445599708825081962e+03,-9.078925311565399170e+00
1.445620542178320420e+03,-9.058291792869567871e+00
1.445641375530579353e+03,-9.035019278526306152e+00
1.445662208881878541e+03,-9.014429688453674316e+00
1.445683042232199114e+03,-9.001417458057403564e+00
1.445703875581550619e+03,-9.000408053398132324e+00
1.445724708929943290e+03,-8.999569296836853027e+00
1.445745542277357799e+03,-8.999588131904602051e+00
1.445766375623813929e+03,-8.999873638153076172e+00
1.445787208969292806e+03,-8.999359130859375000e+00
1.445808042313813758e+03,-8.999976396560668945e+00
1.445828875657357003e+03,-8.999706268310546875e+00
1.445849708999943459e+03,-8.999150872230529785e+00
1.445870542341553346e+03,-8.999780416488647461e+00
1.445891375682195985e+03,-8.999919056892395020e+00
1.445912209021882745e+03,-8.999986648559570312e+00
1.445933042360593390e+03,-8.999657630920410156e+00
1.445953875698347929e+03,-8.999701619148254395e+00
1.445974709035126352e+03,-8.999614357948303223e+00
1.445995542370949806e+03,-8.999747633934020996e+00
1.446016375705798282e+03,-8.999560356140136719e+00
1.446037209039681329e+03,-8.999586105346679688e+00
1.446058042372609862e+03,-8.999690532684326172e+00
1.446078875704563643e+03,-8.999941349029541016e+00
1.446099709035563365e+03,-8.999648332595825195e+00
1.446120542365589017e+03,-9.000077962875366211e+00
1.446141375694660837e+03,-8.999957919120788574e+00
1.446162209022758816e+03,-8.999668359756469727e+00
1.446183042349903872e+03,-8.999893307685852051e+00
1.446203875676075540e+03,-8.999324440956115723e+00
1.446224709001284282e+03,-8.999901890754699707e+00
1.446245542325540328e+03,-8.999573945999145508e+00
1.446266375648824123e+03,-8.999826073646545410e+00
1.446287208971155223e+03,-9.000238478183746338e+00
1.446308042292514756e+03,-9.000154852867126465e+00
1.446328875612912270e+03,-8.999904870986938477e+00
1.446349708932358453e+03,-8.999354362487792969e+00
1.446370542250843073e+03,-9.000473558902740479e+00
1.446391375568357034e+03,-8.999593377113342285e+00
1.446412208884919892e+03,-9.000376105308532715e+00
1.446433042200511636e+03,-8.999899744987487793e+00
1.446453875515143636e+03,-9.000070154666900635e+00
1.446474708828824760e+03,-8.999568343162536621e+00
1.446495542141536589e+03,-8.999770402908325195e+00
1.446516375453298451e+03,-9.000289738178253174e+00
1.446537208764090792e+03,-8.999528288841247559e+00
1.446558042073924071e+03,-8.999730467796325684e+00
1.446578875382808292e+03,-8.999816298484802246e+00
1.446599708690723673e+03,-9.000112950801849365e+00
1.446620541997690680e+03,-9.000261008739471436e+00
1.446641375303689074e+03,-8.999922513961791992e+00
1.446683041912822773e+03,-8.999776005744934082e+00
1.446703875215958078e+03,-9.000517606735229492e+00
1.446724708518126135e+03,-8.999791026115417480e+00
1.446745541819347181e+03,-8.999922275543212891e+00
1.446766375119601435e+03,-9.000099956989288330e+00
1.446787208418899127e+03,-8.999879240989685059e+00
1.446808041717250717e+03,-8.999758601188659668e+00
1.446828875014636196e+03,-8.999914526939392090e+00
1.446849708311076029e+03,-8.999840497970581055e+00
1.446870541606550432e+03,-8.999812960624694824e+00
1.446891374901069867e+03,-9.000073611736297607e+00
1.446912208194643881e+03,-9.000322818756103516e+00
1.446933041487254059e+03,-9.000520825386047363e+00
1.446953874778919499e+03,-9.000304102897644043e+00
1.446974708069630879e+03,-9.000153958797454834e+00
1.446995541359378876e+03,-8.999742746353149414e+00
1.447016374648173723e+03,-9.000008881092071533e+00
1.447078874508873014e+03,-8.999959707260131836e+00
1.447099707793868902e+03,-8.999485850334167480e+00
1.447120541077901635e+03,-8.999858140945434570e+00
1.447162207643123338e+03,-8.999906778335571289e+00
1.447183040924312991e+03,-8.999781250953674316e+00
1.447203874204542217e+03,-9.000294685363769531e+00
1.447224707483831708e+03,-8.999830722808837891e+00
1.447245540762161681e+03,-8.999385714530944824e+00
1.447266374039552375e+03,-8.999552965164184570e+00
1.447287207315984233e+03,-9.000388026237487793e+00
1.447308040591477948e+03,-8.999990224838256836e+00
1.447328873866013964e+03,-8.999859690666198730e+00
1.447349707139612292e+03,-8.999668478965759277e+00
1.447370540412253376e+03,-8.999580979347229004e+00
1.447391373683948359e+03,-8.999883055686950684e+00
1.447412206954707017e+03,-8.999492764472961426e+00
1.447433040224510023e+03,-8.999749183654785156e+00
1.447453873493377841e+03,-8.999361753463745117e+00
1.447474706761291600e+03,-8.999344229698181152e+00
1.447495540028260848e+03,-8.999312639236450195e+00
1.447516373294296500e+03,-8.999667644500732422e+00
1.447537206559389233e+03,-9.000135362148284912e+00
1.447558039823530180e+03,-8.999550461769104004e+00
1.447578873086728208e+03,-8.999420523643493652e+00
1.447599706348995824e+03,-8.999321699142456055e+00
1.447620539610312790e+03,-9.000202238559722900e+00
1.447641372870699570e+03,-8.999919414520263672e+00
1.447662206130136838e+03,-9.000233232975006104e+00
1.447683039388645966e+03,-8.999546408653259277e+00
1.447703872646206946e+03,-8.999424338340759277e+00
1.447724705902840469e+03,-8.999702215194702148e+00
1.447745539158527890e+03,-8.999626040458679199e+00
1.447766372413279214e+03,-9.000147223472595215e+00
1.447787205667106036e+03,-8.999831676483154297e+00
1.447808038919988576e+03,-8.999821543693542480e+00
1.447828872171947978e+03,-9.000219464302062988e+00
1.447849705422964689e+03,-8.999859690666198730e+00
1.447870538673060082e+03,-8.999856233596801758e+00
1.447891371922214830e+03,-8.999633550643920898e+00
1.447912205170449624e+03,-8.999579668045043945e+00
1.447933038417746275e+03,-8.999775886535644531e+00
1.447953871664115013e+03,-8.999885797500610352e+00
1.447974704909566753e+03,-8.999788641929626465e+00
1.447995538154083761e+03,-8.999703288078308105e+00
1.448016371397686044e+03,-8.999895572662353516e+00
1.448037204640354730e+03,-8.999570608139038086e+00
1.448058037882111648e+03,-8.999843835830688477e+00
1.448078871122937926e+03,-8.999962210655212402e+00
1.448099704362854027e+03,-8.999868273735046387e+00
1.448120537601842443e+03,-8.998784422874450684e+00
1.448141370839923866e+03,-9.005072116851806641e+00
1.448162204077079650e+03,-9.020356476306915283e+00
1.448183037313321847e+03,-9.040128231048583984e+00
1.448203870548661371e+03,-9.061368525028228760e+00
1.448224703783079804e+03,-9.079966962337493896e+00
1.448245537016598973e+03,-9.091816067695617676e+00
1.448266370249200691e+03,-9.094125032424926758e+00
1.448287203480906328e+03,-9.087156414985656738e+00
1.448308036711697923e+03,-9.072458148002624512e+00
1.448328869941597532e+03,-9.052667140960693359e+00
1.448349703170586508e+03,-9.031139373779296875e+00
1.448370536398687364e+03,-9.012398302555084229e+00
1.448391369625881907e+03,-9.001433551311492920e+00
1.448412202852192422e+03,-8.999683737754821777e+00
1.448433036077600946e+03,-9.000092625617980957e+00
1.448453869302119983e+03,-8.999623775482177734e+00
1.448474702525761813e+03,-9.000062167644500732e+00
1.448495535748509155e+03,-8.999991178512573242e+00
1.448516368970384065e+03,-8.999785780906677246e+00
1.448537202191369488e+03,-9.000088274478912354e+00
1.448558035411488390e+03,-8.999256134033203125e+00
1.448578868630723264e+03,-9.000028610229492188e+00
1.448599701849097528e+03,-8.999720811843872070e+00
1.448620535066594130e+03,-9.000081658363342285e+00
1.448641368283236261e+03,-9.000410437583923340e+00
1.448662201499006869e+03,-8.999867200851440430e+00
1.448683034713919824e+03,-8.999940633773803711e+00
1.448703867927988767e+03,-8.999292612075805664e+00
1.448724701141197102e+03,-8.999913811683654785e+00
1.448745534353569155e+03,-8.999302148818969727e+00
1.448766367565088558e+03,-8.999554276466369629e+00
1.448787200775779411e+03,-8.999454617500305176e+00
1.448808033985626480e+03,-8.999981284141540527e+00
1.448828867194654322e+03,-8.999643325805664062e+00
1.448849700402847020e+03,-8.999743938446044922e+00
1.448870533610230041e+03,-8.999677658081054688e+00
1.448891366816788604e+03,-8.999895095825195312e+00
1.448912200022547495e+03,-8.999530196189880371e+00
1.448933033227491933e+03,-9.000006556510925293e+00
1.448953866431638971e+03,-8.999617457389831543e+00
1.448974699635003617e+03,-8.999451041221618652e+00
1.448995532837571773e+03,-8.999968290328979492e+00
1.449016366039370723e+03,-8.999849081039428711e+00
1.449037199240387281e+03,-8.999607086181640625e+00
1.449058032440647366e+03,-9.000110208988189697e+00
1.449078865640139384e+03,-8.999822497367858887e+00
1.449099698838890617e+03,-8.999800682067871094e+00
1.449120532036889017e+03,-8.999824047088623047e+00
1.449141365234163004e+03,-8.999383807182312012e+00
1.449162198430700982e+03,-9.000129282474517822e+00
1.449183031626532056e+03,-9.000015854835510254e+00
1.449203864821645993e+03,-8.999999642372131348e+00
1.449224698016062121e+03,-8.999880790710449219e+00
1.449245531209800902e+03,-8.999639630317687988e+00
1.449266364402853242e+03,-9.000013828277587891e+00
1.449287197595250063e+03,-8.999800443649291992e+00
1.449308030786982954e+03,-8.999595642089843750e+00
1.449328863978084428e+03,-8.999935150146484375e+00
1.449349697168547436e+03,-8.999479770660400391e+00
1.449370530358404949e+03,-8.999143242835998535e+00
1.449391363547650826e+03,-8.999635457992553711e+00
1.449412196736319629e+03,-8.999829173088073730e+00
1.449433029924407492e+03,-8.999852299690246582e+00
1.449453863111949431e+03,-8.999839425086975098e+00
1.449474696298942035e+03,-8.999698996543884277e+00
1.449495529485413954e+03,-8.999886870384216309e+00
1.449516362671392471e+03,-9.000134468078613281e+00
1.449537195856876679e+03,-8.999564766883850098e+00
1.449558029041907730e+03,-9.000608563423156738e+00
1.449578862226486081e+03,-8.999873995780944824e+00
1.449599695410653112e+03,-9.000741541385650635e+00
1.449620528594413145e+03,-9.000529348850250244e+00
1.449641361777810062e+03,-8.999664425849914551e+00
1.449662194960848865e+03,-9.000162541866302490e+00
1.449683028143577076e+03,-9.000168502330780029e+00
1.449703861326001970e+03,-9.000687837600708008e+00
1.449724694508173570e+03,-9.000151216983795166e+00
1.449745527690102108e+03,-9.000299274921417236e+00
1.449766360871840561e+03,-9.001008808612823486e+00
1.449787194053402800e+03,-9.000448226928710938e+00
1.449808027234844303e+03,-9.000348746776580811e+00
1.449828860416183488e+03,-9.000626921653747559e+00
1.449849693597469013e+03,-9.000441730022430420e+00
1.449870526778752264e+03,-9.000790238380432129e+00
1.449891359960057798e+03,-9.000521838665008545e+00
1.449912193141450643e+03,-9.001012802124023438e+00
1.449933026322958767e+03,-9.001086711883544922e+00
1.449953859504653565e+03,-9.000783860683441162e+00
1.451683020674728823e+03,-8.999441623687744141e+00
1.451703853993285293e+03,-8.999702572822570801e+00
1.451724687310219679e+03,-8.999430656433105469e+00
1.451745520625523568e+03,-8.999585866928100586e+00
1.451766353939150349e+03,-8.999431490898132324e+00
1.451787187251096384e+03,-8.999968409538269043e+00
1.451808020561323247e+03,-8.999302506446838379e+00
1.451828853869833210e+03,-8.999745607376098633e+00
1.451849687176591715e+03,-8.999671459197998047e+00
1.451870520481596486e+03,-8.999922394752502441e+00
1.451891353784847524e+03,-8.999941229820251465e+00
1.451912187086326412e+03,-8.999044895172119141e+00
1.451933020386016324e+03,-8.999353885650634766e+00
1.451953853683932721e+03,-8.999088048934936523e+00
1.451974686980051274e+03,-9.000402688980102539e+00
1.451995520274390628e+03,-8.999454975128173828e+00
1.452016353566928956e+03,-8.999833822250366211e+00
1.452037186857676033e+03,-8.999446630477905273e+00
1.452078853433812128e+03,-9.000278592109680176e+00
1.452099686719205238e+03,-8.999761581420898438e+00
1.452120520002815738e+03,-8.999940276145935059e+00
1.452141353284636807e+03,-8.999503374099731445e+00
1.452162186564684589e+03,-8.999847650527954102e+00
1.452183019842972271e+03,-8.999644875526428223e+00
1.452203853119485530e+03,-8.999470353126525879e+00
1.452224686394250966e+03,-9.000118017196655273e+00
1.452245519667254257e+03,-8.999479174613952637e+00
1.452266352938521095e+03,-8.999934434890747070e+00
1.452287186208038747e+03,-8.999579668045043945e+00
1.452328852741894934e+03,-8.999419927597045898e+00
1.452349686006247111e+03,-8.999658703804016113e+00
1.452370519268879207e+03,-8.999847650527954102e+00
1.452391352529818278e+03,-8.999740719795227051e+00
1.452433019046608706e+03,-8.999791264533996582e+00
1.452453852302475525e+03,-9.000286579132080078e+00
1.452474685556680242e+03,-8.999551892280578613e+00
1.452495518809211944e+03,-9.000202476978302002e+00
1.452516352060097461e+03,-9.000324368476867676e+00
1.452537185309324514e+03,-8.999615073204040527e+00
1.452558018556922207e+03,-8.999580740928649902e+00
1.452578851802878035e+03,-8.999712467193603516e+00
1.452599685047219509e+03,-8.999616861343383789e+00
