1.438266301788928786e+03,1.100008749961853027e+01
1.438287135563376978e+03,1.099956434965133667e+01
1.438307969336438418e+03,1.099933207035064697e+01
1.438328803108080592e+03,1.100016832351684570e+01
1.438349636878276215e+03,1.100002241134643555e+01
1.438370470646971398e+03,1.099984610080718994e+01
1.438391304414154092e+03,1.099966484308242798e+01
1.438412138179777685e+03,1.099906980991363525e+01
1.438432971943827852e+03,1.099989604949951172e+01
1.438453805706291405e+03,1.099987757205963135e+01
1.438474639467129464e+03,1.099938565492630005e+01
1.438516306983903178e+03,1.099935102462768555e+01
1.438537140739800179e+03,1.099961555004119873e+01
1.438557974494035761e+03,1.099962520599365234e+01
1.438578808246579911e+03,1.100006806850433350e+01
1.438599641997434219e+03,1.100017654895782471e+01
1.438682976983865956e+03,1.099972313642501831e+01
1.438703810726198981e+03,1.100027167797088623e+01
1.438724644466820791e+03,1.099965101480484009e+01
1.438787145678438264e+03,1.099964344501495361e+01
1.438807979412218629e+03,1.100035023689270020e+01
1.438828813144293235e+03,1.099978524446487427e+01
1.438995482939945077e+03,1.099966859817504883e+01
1.439016316656854997e+03,1.099943691492080688e+01
1.439037150372094402e+03,1.099994277954101562e+01
1.439057984085689441e+03,1.099983775615692139e+01
1.439078817797626243e+03,1.100001263618469238e+01
1.439099651507920498e+03,1.099931925535202026e+01
1.439120485216588577e+03,1.099964040517807007e+01
1.439141318923617746e+03,1.099968278408050537e+01
1.439162152629023467e+03,1.100010061264038086e+01
1.439182986332822566e+03,1.099942648410797119e+01
1.439203820035002309e+03,1.099995094537734985e+01
1.439224653735588390e+03,1.099980306625366211e+01
1.439245487434568076e+03,1.100019741058349609e+01
1.439266321131958193e+03,1.099983012676239014e+01
1.439287154827774884e+03,1.099988758563995361e+01
1.439307988522004962e+03,1.100002694129943848e+01
1.439349655905773716e+03,1.100034379959106445e+01
1.439370489595315121e+03,1.099950623512268066e+01
1.439391323283316979e+03,1.100044178962707520e+01
1.439412156969766102e+03,1.099982857704162598e+01
1.439453824338071399e+03,1.099978911876678467e+01
1.439474658019930985e+03,1.099992251396179199e+01
1.439495491700283765e+03,1.100001502037048340e+01
1.439516325379116324e+03,1.100029444694519043e+01
1.439537159056444807e+03,1.099971258640289307e+01
1.439557992732286039e+03,1.100007855892181396e+01
1.439578826406625922e+03,1.099973648786544800e+01
1.439599660079480600e+03,1.099973970651626587e+01
1.439620493750866899e+03,1.099983400106430054e+01
1.439641327420770267e+03,1.100029575824737549e+01
1.439662161089217079e+03,1.099954795837402344e+01
1.439682994756193239e+03,1.099991375207901001e+01
1.439703828421714661e+03,1.100019800662994385e+01
1.439724662085797718e+03,1.099979430437088013e+01
1.439745495748427402e+03,1.099960035085678101e+01
1.439766329409620084e+03,1.100021958351135254e+01
1.439787163069391227e+03,1.099955749511718750e+01
1.439807996727726504e+03,1.100000727176666260e+01
1.439828830384651837e+03,1.100001740455627441e+01
1.439849664040151993e+03,1.099999040365219116e+01
1.439870497694243113e+03,1.099998229742050171e+01
1.439891331346940433e+03,1.099979156255722046e+01
1.439912164998228945e+03,1.099931538105010986e+01
1.439932998648134117e+03,1.099975198507308960e+01
1.439953832296641167e+03,1.100001180171966553e+01
1.439974665943765785e+03,1.099995261430740356e+01
1.439995499589521842e+03,1.099965327978134155e+01
1.440016333233895011e+03,1.099980401992797852e+01
1.440037166876910533e+03,1.100019645690917969e+01
1.440058000518552944e+03,1.100010561943054199e+01
1.440078834158836798e+03,1.099951189756393433e+01
1.440099667797777556e+03,1.099974763393402100e+01
1.440120501435359529e+03,1.099975287914276123e+01
1.440141335071597041e+03,1.099956691265106201e+01
1.440162168706505327e+03,1.099956893920898438e+01
1.440183002340068697e+03,1.099993109703063965e+01
1.440203835972311481e+03,1.099990314245223999e+01
1.440224669603219809e+03,1.099980974197387695e+01
1.440245503232806186e+03,1.100047910213470459e+01
1.440266336861083346e+03,1.100051236152648926e+01
1.440287170488037646e+03,1.100029242038726807e+01
1.440308004113692959e+03,1.100025308132171631e+01
1.440328837738033144e+03,1.100015389919281006e+01
1.440349671361072978e+03,1.099990707635879517e+01
1.440370504982826105e+03,1.099960094690322876e+01
1.440391338603276154e+03,1.099947774410247803e+01
1.440412172222447907e+03,1.099975019693374634e+01
1.440433005840324540e+03,1.099725449085235596e+01
1.440453839456919923e+03,1.098402607440948486e+01
1.440474673072248379e+03,1.096477073431015015e+01
1.440495506686293538e+03,1.094233900308609009e+01
1.440516340299068361e+03,1.092327034473419189e+01
1.440537173910587398e+03,1.091298401355743408e+01
1.440558007520834053e+03,1.091215676069259644e+01
1.440578841129831062e+03,1.092258280515670776e+01
1.440599674737563191e+03,1.094028937816619873e+01
1.440620508344043401e+03,1.096183305978775024e+01
1.440641341949284424e+03,1.098223495483398438e+01
1.440662175553270799e+03,1.099735045433044434e+01
1.440683009156025264e+03,1.100040519237518311e+01
1.440703842757530538e+03,1.099958115816116333e+01
1.440724676357801400e+03,1.099053257703781128e+01
1.440745509956849901e+03,1.097415941953659058e+01
1.440766343554658988e+03,1.095471692085266113e+01
1.440787177151242986e+03,1.093568652868270874e+01
1.440808010746613945e+03,1.091990327835083008e+01
1.440828844340755040e+03,1.091076219081878662e+01
1.440849677933689918e+03,1.090992522239685059e+01
1.440870511525401071e+03,1.091822117567062378e+01
1.440891345115901458e+03,1.093244194984436035e+01
1.440912178705204269e+03,1.095158237218856812e+01
1.440933012293291995e+03,1.097092700004577637e+01
1.440953845880188055e+03,1.098872774839401245e+01
1.441287183109130638e+03,1.099965047836303711e+01
1.441308016675993713e+03,1.099899035692214966e+01
1.441328850241691271e+03,1.099937677383422852e+01
1.441412184492970027e+03,1.099964874982833862e+01
1.441433018052928219e+03,1.099942404031753540e+01
1.441474685169407621e+03,1.099947953224182129e+01
1.441495518725932016e+03,1.099931490421295166e+01
1.441537185835582932e+03,1.100000035762786865e+01
1.441558019388702178e+03,1.099969202280044556e+01
1.441578852940700926e+03,1.099970382452011108e+01
1.441599686491560988e+03,1.100053989887237549e+01
1.441620520041293048e+03,1.099988168478012085e+01
1.441641353589910523e+03,1.100005853176116943e+01
1.441662187137394767e+03,1.100018179416656494e+01
1.441683020683767154e+03,1.100029051303863525e+01
1.441703854229010176e+03,1.100013232231140137e+01
1.441724687773135884e+03,1.099996691942214966e+01
1.441745521316154736e+03,1.099984967708587646e+01
1.441766354858050136e+03,1.100020956993103027e+01
1.441787188398842773e+03,1.099970448017120361e+01
1.441808021938515139e+03,1.099984717369079590e+01
1.441828855477088609e+03,1.099983668327331543e+01
1.441849689014544538e+03,1.099969583749771118e+01
1.441870522550895430e+03,1.100002133846282959e+01
1.441891356086152427e+03,1.099960112571716309e+01
1.441912189620296886e+03,1.099965316057205200e+01
1.441933023153351314e+03,1.099983799457550049e+01
1.441953856685296614e+03,1.099985194206237793e+01
1.441974690216144609e+03,1.099982750415802002e+01
1.441995523745907121e+03,1.099980759620666504e+01
1.442016357274565280e+03,1.099982720613479614e+01
1.442037190802140913e+03,1.100016736984252930e+01
1.442058024328615375e+03,1.099951994419097900e+01
1.442078857854000489e+03,1.100005328655242920e+01
1.442099691378307398e+03,1.099984443187713623e+01
1.442120524901517911e+03,1.100009667873382568e+01
1.442141358423643396e+03,1.100044631958007812e+01
1.442162191944694996e+03,1.099948710203170776e+01
1.442183025464654520e+03,1.100035858154296875e+01
1.442203858983542887e+03,1.100039994716644287e+01
1.442224692501342133e+03,1.100031781196594238e+01
1.442245526018073633e+03,1.099961686134338379e+01
1.442266359533718287e+03,1.100004899501800537e+01
1.442287193048287691e+03,1.100052034854888916e+01
1.442308026561793440e+03,1.099972152709960938e+01
1.442328860074216209e+03,1.099994766712188721e+01
1.442349693585578052e+03,1.100026750564575195e+01
1.442370527095859643e+03,1.100030064582824707e+01
1.442391360605072578e+03,1.099991118907928467e+01
1.442412194113228452e+03,1.099999552965164185e+01
1.442433027620307939e+03,1.099987083673477173e+01
1.442453861126332413e+03,1.100000596046447754e+01
1.442474694631283455e+03,1.099980723857879639e+01
1.442495528135182212e+03,1.099975186586380005e+01
1.442516361638009357e+03,1.099987018108367920e+01
1.442537195139776713e+03,1.100004220008850098e+01
1.442558028640495195e+03,1.099988275766372681e+01
1.442578862140145702e+03,1.100000286102294922e+01
1.442599695638750063e+03,1.099986028671264648e+01
1.442620529136289178e+03,1.100020444393157959e+01
1.442641362632773507e+03,1.099996262788772583e+01
1.442662196128214873e+03,1.100034189224243164e+01
1.442683029622594859e+03,1.100010550022125244e+01
1.442703863115923241e+03,1.100059425830841064e+01
1.442724696608211843e+03,1.099999898672103882e+01
1.442745530099442249e+03,1.099978458881378174e+01
1.442766363589634466e+03,1.100013458728790283e+01
1.442787197078770077e+03,1.100001728534698486e+01
1.442808030566870457e+03,1.100001740455627441e+01
1.442828864053916277e+03,1.100046813488006592e+01
1.442849697539918225e+03,1.099966776371002197e+01
1.442870531024887669e+03,1.100008976459503174e+01
1.442891364508806191e+03,1.099999094009399414e+01
1.442912197991693802e+03,1.100025284290313721e+01
1.442933031473531400e+03,1.100015640258789062e+01
1.442953864954331266e+03,1.099993222951889038e+01
1.442974698434103175e+03,1.099985104799270630e+01
1.442995531912828028e+03,1.100053191184997559e+01
1.443016365390527653e+03,1.100028634071350098e+01
1.443037198867182724e+03,1.100027120113372803e+01
1.443058032342803244e+03,1.100034213066101074e+01
1.443078865817401265e+03,1.100024890899658203e+01
1.443099699290967237e+03,1.100005221366882324e+01
1.443120532763492065e+03,1.099990236759185791e+01
1.443141366234986208e+03,1.100037145614624023e+01
1.443162199705461262e+03,1.099986523389816284e+01
1.443183033174897673e+03,1.100012946128845215e+01
1.443203866643306583e+03,1.100058591365814209e+01
1.443224700110698677e+03,1.100051200389862061e+01
1.443245533577054402e+03,1.100021040439605713e+01
1.443266367042395359e+03,1.100019752979278564e+01
1.443287200506701993e+03,1.100027787685394287e+01
1.443308033969994995e+03,1.100023901462554932e+01
1.443328867432255265e+03,1.100019443035125732e+01
1.443349700893493718e+03,1.099988716840744019e+01
1.443370534353721041e+03,1.100005340576171875e+01
1.443391367812917679e+03,1.100018787384033203e+01
1.443412201271105005e+03,1.100004637241363525e+01
1.443433034728263692e+03,1.100043320655822754e+01
1.443453868184403973e+03,1.100024938583374023e+01
1.443474701639537216e+03,1.100024676322937012e+01
1.443495535093643639e+03,1.099982309341430664e+01
1.443516368546744161e+03,1.100010073184967041e+01
1.443537201998819910e+03,1.100028121471405029e+01
1.443558035449890895e+03,1.100032579898834229e+01
1.443578868899938698e+03,1.100036716461181641e+01
1.443599702348973096e+03,1.099997973442077637e+01
1.443620535797005687e+03,1.099994122982025146e+01
1.443641369244016460e+03,1.099963742494583130e+01
1.443662202690026561e+03,1.100030064582824707e+01
1.443683036135016209e+03,1.100028133392333984e+01
1.443703869578996319e+03,1.100003814697265625e+01
1.443724703021977803e+03,1.100001609325408936e+01
1.443745536463940653e+03,1.099999368190765381e+01
1.443766369904906242e+03,1.100024342536926270e+01
1.443787203344854788e+03,1.100001728534698486e+01
1.443808036783806983e+03,1.100021851062774658e+01
1.443828870221743728e+03,1.099993085861206055e+01
1.443849703658675253e+03,1.100041162967681885e+01
1.443870537094612246e+03,1.099981993436813354e+01
1.443891370529535834e+03,1.100031530857086182e+01
1.443912203963466027e+03,1.100008726119995117e+01
1.443933037396383270e+03,1.099989485740661621e+01
1.443953870828298932e+03,1.100024461746215820e+01
1.443974704259222563e+03,1.099974882602691650e+01
1.444099704823729098e+03,1.099959123134613037e+01
1.444141371670582430e+03,1.099988043308258057e+01
1.444162205092519116e+03,1.100013685226440430e+01
1.444183038513449446e+03,1.099972379207611084e+01
1.444203871933394794e+03,1.100040340423583984e+01
1.444224705352335604e+03,1.099989598989486694e+01
1.444245538770281200e+03,1.100036215782165527e+01
1.444266372187243633e+03,1.099970489740371704e+01
1.444287205603202892e+03,1.100002074241638184e+01
1.444308039018178761e+03,1.100059008598327637e+01
1.444328872432152593e+03,1.099965614080429077e+01
1.444349705845144626e+03,1.099986332654953003e+01
1.444370539257135079e+03,1.100017929077148438e+01
1.444391372668134863e+03,1.099977070093154907e+01
1.444412206078154213e+03,1.100053524971008301e+01
1.444433039487173346e+03,1.100037419795989990e+01
1.444453872895213181e+03,1.099974113702774048e+01
